rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:5GyaXqMfcIGHfmTUITFacS,"Davido, Omah Lay",With You (feat. Omah Lay),Columbia,1,1,3,3122632,2025-05-08
2,spotify:track:0UKX2OlSnobdX77f0Y1jok,"Olamide, Wizkid",Kai!,YBNL Nation / EMPIRE,2,5,2,1802506,2025-05-08
3,spotify:track:4DREBgUie15tAPq9KQqe2c,"Shallipopi, Burna Boy",Laho II,Since 93,3,3,2,1510325,2025-05-08
4,spotify:track:3wdV4OJ37JdoLyUJMm50UW,"FOLA, Kizz Daniel",lost,Dangbana Republik Records / EMPIRE,4,4,2,1369829,2025-05-08
5,spotify:track:1k51Q6GFWBbsaWlBB2gnzo,"Ayra Starr, Wizkid",Gimme Dat (feat. Wizkid),Republic Records,2,2,2,1192420,2025-05-08
6,spotify:track:7mdvPu1ZAOIgMzr3sfpAqk,Chella,My Darling,Chella Music / 222 Ent.,1,7,6,1165888,2025-05-08
7,spotify:track:4WnlAkJ3S0r6C7ofHy6kNP,Kunmie,Arike,CiDAR Africa,1,8,12,1102542,2025-05-08
8,spotify:track:5nmYNuBSh99LNDdZ0iSe2O,"Zlatan, FOLA",Get Better,"Zanku Records, with exclusive license to ONErpm",6,16,7,1036165,2025-05-08
9,spotify:track:0lhLSwvRKGHfIcVEz3uQK6,Shallipopi,Laho,Since 93,1,6,11,1014875,2025-05-08
10,spotify:track:3RMr94P81nO3GtW9MfqNp5,"ODUMODUBLVCK, Victony",PITY THIS BOY (with Victony),Native Sounds/Def Jam PS,1,12,13,970827,2025-05-08
11,spotify:track:2pNjk1fIZTMtj8ry6SdEmB,"Faceless, Serøtonin",Venus,2024 Faceless/LVRN Records (Love Renaissance),4,13,23,923871,2025-05-08
12,spotify:track:3qS4spuVywoeh9uGIpRuQh,Rema,Bout U,Mavin Global Holdings Ltd,2,11,4,894393,2025-05-08
13,spotify:track:6zZixF6uYbtG8uiNzDO2LH,"Davido, ODUMODUBLVCK, Chike",Funds (feat. ODUMODUBLVCK & Chike),Columbia,1,9,22,846754,2025-05-08
14,spotify:track:1xFkc8KXwVk1FoG5xhcU3H,Barry Jhay,See Me See God (SMSG),Ziiki Media,14,19,4,829014,2025-05-08
15,spotify:track:7msfmSm4KbVnIds5DvsGzT,Fido,Joy is Coming,Oosha Records / EMPIRE,1,23,20,780295,2025-05-08
16,spotify:track:4XHrQHvHWlE0RldeG8Nslq,Famous Pluto,Na Scra,PLUTOMANIA RECORDS,4,20,9,741264,2025-05-08
17,spotify:track:6NOrpcicPUh2eaj8bAD44u,Rema,Baby (Is it a Crime),Mavin Global Holdings Ltd,1,21,13,736153,2025-05-08
18,spotify:track:7L1DT2ByQ331AJkDfjvI5N,"Smur Lee, BIGKHALID",Management,Smur Lee/Star Makers Distribution,10,27,13,689773,2025-05-08
19,spotify:track:2hODYSmDyWMu2C2XN4bgOV,Seyi Vibez,SHAOLIN,NSNV Inc.,1,26,11,673282,2025-05-08
20,spotify:track:52ZxqHSe1HesJPwuuBiW4U,Seyi Vibez,MARIO KART,NSNV Inc.,3,29,11,661750,2025-05-08
21,spotify:track:0OWPr4POCQ7iH9BGmTxOZV,ODUMODUBLVCK,LEGOLAS,Native Sounds/Def Jam PS,13,28,6,651730,2025-05-08
22,spotify:track:07eJSSPcNlkR34wVlkrCcY,"Bella Shmurda, FOLA",Dangbana Riddim,"Dangbana Republik, with exclusive license to ONErpm",17,24,4,651405,2025-05-08
23,spotify:track:1FWqWaH781R6T32agyhpFQ,Davido,Be There Still,Columbia,1,18,8,635826,2025-05-08
24,spotify:track:69gm9Ea1EeVsFEiBwVslGa,Zinoleesky,Most Wanted,Marlian Music,10,10,5,616908,2025-05-08
25,spotify:track:1136eJrkWsDvReASbjLTaU,Fido,Awolowo,Heatwave Records,1,35,38,613002,2025-05-08
26,spotify:track:20l4NPs2c9OBKBKUKRjxIy,Monaky,Chandelier,TKM Entertainment,4,34,24,588569,2025-05-08
27,spotify:track:3ZR7IlqBPK8TrJyZYfFX9L,"FOLA, Bella Shmurda",who does that? (feat. Bella Shmurda),Dangbana Republik Records / EMPIRE,9,41,22,576097,2025-05-08
28,spotify:track:6JvWMLscnWYkgX1zPufIGT,Wizkid,Kese (Dance),Starboy/RCA Records,1,33,26,570625,2025-05-08
29,spotify:track:10y7iW3rc8bzGbhAC3mNPA,Ayo Maff,Are you there?,AYO MAFF,3,37,38,570014,2025-05-08
30,spotify:track:4uLBwGnr1U3ctcDZrnVEgK,Asake,WHY LOVE,Giran Republic,3,36,13,561479,2025-05-08
31,spotify:track:4xVj25uTjTZCaHbSFbYwAE,"Poco Lee, Shoday, Rahman Jago",Hey Jago,Poco Lee,9,32,7,551676,2025-05-08
32,spotify:track:5hphSVebVxTpDfrk09W0hS,Seyi Vibez,Doha,Dvpper Digital,5,42,43,548686,2025-05-08
33,spotify:track:2IOMDdgUZfjlsPYXGeeoaH,Davido,10 Kilo,Columbia,3,22,3,538369,2025-05-08
34,spotify:track:5Wxkvvb6pLky16pwq4gBI3,"Ayo Maff, Fireboy DML",Dealer,Tunesbid / Ocean street,1,51,56,524947,2025-05-08
35,spotify:track:1eBS61fYNgOFTNdOVkyuJr,Davido,Anything,Columbia,2,15,3,523878,2025-05-08
36,spotify:track:1lcFhGrPvib79Hqm7umnKs,T.I BLAZE,Trenches Luv,Dvpper Digital,19,47,12,495911,2025-05-08
37,spotify:track:3H2bLX6U4kNuv04iTkCrSp,"Kvng Vinci, Zerrydl",HAUSAPIANO - Remix,Heatwave Records,4,62,27,482684,2025-05-08
38,spotify:track:7AOKR43gFlnEphVivfm4Hj,Burna Boy,Sweet Love,Spaceship Entertainment Ltd,38,-1,1,481209,2025-05-08
39,spotify:track:4OnCrs3h948Ee4yLLTcaRx,"ODUMODUBLVCK, Smur Lee, Shallipopi",JUJU (with Smur Lee & Shallipopi),Native Sounds/Def Jam PS,1,55,37,470549,2025-05-08
40,spotify:track:7FmHmNJxuPxNxxhoMPga1z,"Zinoleesky, Toosii",SUIT & TIE,Marlian Music,17,17,2,460558,2025-05-08
41,spotify:track:2YwBdxvMFsWUSCaL1U6xIg,Seyi Vibez,HAPPY SONG,NSNV Inc.,4,58,11,451029,2025-05-08
42,spotify:track:64DO20MWEgSdkngoUwTl3z,Zinoleesky,GIFTED,Marlian Music,14,14,2,450624,2025-05-08
43,spotify:track:13VXuHw3O8Yt7VwRIDqSo4,"Asake, Wizkid",MMS,YBNL Nation / EMPIRE,1,69,40,444853,2025-05-08
44,spotify:track:0VjzaXw81JQJM61pzWwP8b,Asake,Nzaza,YBNL Nation / EMPIRE,6,67,110,440075,2025-05-08
45,spotify:track:2j8n2hpZlEMvtrjJ7n0ZIy,"Wizkid, Asake",Bad Girl (feat. Asake),Starboy/RCA Records,1,61,25,426767,2025-05-08
46,spotify:track:3BRna1YDKLEtiEiJ0ArbSA,"Davido, Victoria Monét",Offa Me (feat. Victoria Monét),Columbia,4,30,3,421362,2025-05-08
47,spotify:track:0Q1bMs3xLQiDEeaneehdxv,Asake,Remember,YBNL Nation / EMPIRE,12,63,99,419307,2025-05-08
48,spotify:track:6erurkBpnedevTPib23gid,"Davido, YG Marley",Awuke,Columbia,1,40,28,416412,2025-05-08
49,spotify:track:4i3wDQa5VBDPUiREGaS44Z,T.I BLAZE,Beamer,Dvpper Digital,21,71,24,391183,2025-05-08
50,spotify:track:3dRHLKBqpwEMw0IKXIjEdK,Zinoleesky,2BABA FLEX,Marlian Music,25,25,2,387669,2025-05-08
51,spotify:track:3HdiLzN2f7VpCzBR0Zz3JP,"Davido, Victony, Musa Keys",Holy Water (feat. Victony & Musa Keys),Columbia,7,31,3,381926,2025-05-08
52,spotify:track:2GSK9VfsKWpVOV6ZzKiMA4,"FOLA, BNXN",alone - Remix,Dangbana Republik Records,7,81,31,375503,2025-05-08
53,spotify:track:6XEv0xIrDhwolBuzju8v5y,"Ruger, Zlatan",Giveaway,Promised Land Recordings,30,75,6,375251,2025-05-08
54,spotify:track:1FZuvcRdERs7U3M4W2UX5Q,"Zinoleesky, Naira Marley",Abanikanda,Marlian Music,6,39,36,371491,2025-05-08
55,spotify:track:3MldGIMtPcupNBI4Dnxolr,"Hyce, BoyPee, Brown Joel",Constantly,Azuri,7,79,36,369648,2025-05-08
56,spotify:track:1n75T4YcMVF247pHqT678d,"Blaqbonez, Kizz Daniel",Follow Her (feat. Kizz Daniel),Chocolate City Music,56,-1,1,369631,2025-05-08
57,spotify:track:1Ss5QjczHsdYkvNsiBmoqS,"Muyeez, Seyi Vibez",Instagram,Dvpper Digital,1,74,54,364040,2025-05-08
58,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,58,73,6,363284,2025-05-08
59,spotify:track:2qdwZPTNCHb8DXfQin53WK,Zerrydl,Back to Back,Dvpper Digital,4,84,34,358173,2025-05-08
60,spotify:track:2LP8KwtvzUx1onvXKQCoKR,"ODUMODUBLVCK, Black Sherif",WOTOWOTO SEASONING (feat. Black Sherif),Native Sounds/Def Jam PS,2,78,75,355345,2025-05-08
61,spotify:track:2Wj5YuUfvbAOzA2kxRlnqi,"Kizz Daniel, Angelique Kidjo, Johnny Drille",Police,FlyBoy INC / EMPIRE,30,66,4,347549,2025-05-08
62,spotify:track:1edi2KPh2oghMy8ExJiFBN,Llona,Can't Breathe,Encore Recordings,19,64,41,343774,2025-05-08
63,spotify:track:6ovxhOjCU6SzPLtfNnzVQk,"Shoday, Ayo Maff",Casablanca (feat. Ayo Maff),5K Records Limited,7,76,28,343690,2025-05-08
64,spotify:track:0syyMKF0pQ8psk6aPNTh7N,Ayo Maff,Panic,OCEANSTREET CREATIVE LTD / EMPIRE,17,80,14,340127,2025-05-08
65,spotify:track:4jhlMRU5ZUWQCgbQZuKdq8,"Idahams, Rex Lawson",So Ala Temen,Grafton Entertainment,65,96,2,336287,2025-05-08
66,spotify:track:47r4tUxUEOiDICuhfkIFKl,Ayra Starr,All The Love,Ayra Starr,29,72,13,319354,2025-05-08
67,spotify:track:5DaYJuywGnucxxv8HRlkUl,Ayo Maff,Lazy Baby,OCEANSTREET CREATIVE LTD / EMPIRE,67,-1,1,318917,2025-05-08
68,spotify:track:46oyXrPbCSbk0TLJ1f7w6K,Seyi Vibez,Different Pattern,Dvpper Digital,1,85,74,316295,2025-05-08
69,spotify:track:1oFabnkoJ01ksmSmyjELDl,"Tml Vibez, Seyi Vibez",Where I’m from,Dvpper Digital,14,87,45,313553,2025-05-08
70,spotify:track:5W2NXp5DIYj8Pb99rvKELG,"Davido, Shenseea, 450",R&B (feat. Shenseea & 450),Columbia,10,48,3,312577,2025-05-08
71,spotify:track:3bdntVS2dHPTPitwms9gLK,Black Sherif,Sacrifice,Blacko Management / EMPIRE,71,102,5,310060,2025-05-08
72,spotify:track:52Krs3LCqtcfeiWUvhxncK,"Ruger, BNXN",POE,Blown Boy Ent. / T.Y.E / EMPIRE,2,99,57,305839,2025-05-08
73,spotify:track:7Lgy23A9cl92VD0fNC0LiG,Burna Boy,Update,Spaceship Entertainment Ltd.,10,82,12,299248,2025-05-08
74,spotify:track:4s4s3AmlSGKZFOHRl0QDbZ,Ruger,Jay Jay,Promised Land Recordings,26,89,12,299049,2025-05-08
75,spotify:track:4jcrO2T6XJ1B7hXsAEJ3ve,BNXN,Pidgin & English,T.Y.E. / EMPIRE,6,105,84,292088,2025-05-08
76,spotify:track:771KDfpsOtJPQmocQpMdkR,"BNXN, Rema",Fi Kan We Kan,T.Y.E. / EMPIRE,2,95,30,291004,2025-05-08
77,spotify:track:0Q5fmTDuMkhDGp5geZNCgO,T.I BLAZE,Introduction,Dvpper Digital,30,90,7,290492,2025-05-08
78,spotify:track:6SdOXf6GeUznBy3wI9orXC,Davido,CFMF,Columbia,6,43,3,288197,2025-05-08
79,spotify:track:5EMD7ozaMBD2GJCUHD5nVn,FOLA,Feeling,Fola / FPR Distro,79,92,6,287679,2025-05-08
80,spotify:track:2m8yLRwDDjKh3CWSTLqEdN,Runtown,Do Me,Soundgod Music,52,52,2,285564,2025-05-08
81,spotify:track:3lLUjnqPPAv46WUBTQQKVe,"Zinoleesky, 255",FERRARI,Marlian Music,49,49,2,280194,2025-05-08
82,spotify:track:5ycsqezujKrwviU3VFhci1,Asake,Terminator,YBNL Nation / EMPIRE,1,107,142,279973,2025-05-08
83,spotify:track:4kQlvea7CbFtYSiy9t3ykj,"Sound Of Salem, Pst. Oche Ogebe",Promise Keeper,Sounds of salem,64,103,6,275420,2025-05-08
84,spotify:track:4gNOP9BGhyl2apkm8Xy7Eg,"Wizard Chan, ODUMODUBLVCK",FLAKO,Masqueraid Ink,35,94,8,271615,2025-05-08
85,spotify:track:3cxacNftc4dgvHcCiVSlk4,Davido,Lately,Columbia,16,57,3,269793,2025-05-08
86,spotify:track:0ectw8g5yRkC7GNsh6gP4h,Omah Lay,reason,Keyqaad,1,100,100,269717,2025-05-08
87,spotify:track:7fA7mrYaXVDVVGCAV65NRN,Burna Boy,Higher,Spaceship Entertainment Ltd.,1,97,45,267203,2025-05-08
88,spotify:track:0R5Od7mq2qMvDXPHcbRShH,Dxtiny,Babcock,Heatwave Records & Inner Circle Ent,63,138,6,267045,2025-05-08
89,spotify:track:2YNLzBRGyCAzHEGPO3J2Sb,Omah Lay,Moving,Keyqaad,6,109,37,266793,2025-05-08
90,spotify:track:5xZ4y9EgfmpogFKf1607lP,"Davido, Chris Brown",Titanium (feat. Chris Brown),Columbia,15,45,3,262294,2025-05-08
91,spotify:track:52qYTbWzhEErJ2ew0r2TjG,Zinoleesky,STEPH CURRY,Marlian Music,46,46,2,260644,2025-05-08
92,spotify:track:4KZMoDuxwSYP63bhbnMqe3,Young Jonn,Stronger,Chocolate City Music,3,104,49,258145,2025-05-08
93,spotify:track:6iHVLqSeDVj70pcVULZzGj,Seyi Vibez,Cana,Dvpper Digital,3,108,74,257281,2025-05-08
94,spotify:track:7vKXc90NT5WBm3UTT4iTVG,"Davido, FAVE",KANTE (feat. Fave),Columbia,5,110,111,257023,2025-05-08
95,spotify:track:6CSbf15NZhlB39CAjDU16b,"Black Sherif, Fireboy DML",So it Goes,Blacko Management / EMPIRE,31,119,14,254666,2025-05-08
96,spotify:track:4kiU104Ut3D1z3slHtIZFB,"Shoday, Ayo Maff",PURR,5K Records Limited,54,91,3,253657,2025-05-08
