rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:2u9S9JJ6hTZS3Vf22HOZKg,Drake,NOKIA,OVO Sound,1,1,9,10206812,2025-04-17
2,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",1,2,21,9751372,2025-04-17
3,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,3,4,10,7954204,2025-04-17
4,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,1,8,35,7319634,2025-04-17
5,spotify:track:02Ya2Q08bBKFqUJvjmyRXK,Morgan Wallen,Just In Case,Mercury Records/Morgan Wallen,5,6,4,7248355,2025-04-17
6,spotify:track:7EW7Yivb93qKAtp5qEm5of,Lil Tecca,Dark Thoughts,Galactic / Republic Records,2,3,5,7097142,2025-04-17
7,spotify:track:5UJbgR4XF4y1DvbkxEqe8S,Tate McRae,Sports car,RCA Records Label,7,7,12,6874011,2025-04-17
8,spotify:track:73kIKvg65QWieOKXIwyLJP,"BigXthaPlug, Bailey Zimmerman",All The Way (feat. Bailey Zimmerman),BigXthaPlug under exclusive license to UnitedMasters LLC,5,5,2,6806079,2025-04-17
9,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",1,9,21,6556100,2025-04-17
10,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,12,48,6495183,2025-04-17
11,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,Nice Life/Atlantic,11,15,35,6371596,2025-04-17
12,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,8,13,45,6284902,2025-04-17
13,spotify:track:0FIDCNYYjNvPVimz5icugS,"The Weeknd, Playboi Carti",Timeless (feat Playboi Carti),XO / Republic Records,1,11,29,6243697,2025-04-17
14,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,3,14,38,6048551,2025-04-17
15,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,16,50,5615712,2025-04-17
16,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,25,65,5246944,2025-04-17
17,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,18,26,5222865,2025-04-17
18,spotify:track:3HlWVKwU0JqJXqJK9DWHnZ,Morgan Wallen,I'm The Problem,Big Loud Records / Mercury Records / Republic Records,6,22,11,5211411,2025-04-17
19,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,26,49,5210294,2025-04-17
20,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""",Black Panther (TDE/DMG) PS,2,17,136,5204237,2025-04-17
21,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Sabrina Carpenter,Espresso,Island Records,1,27,53,5057375,2025-04-17
22,spotify:track:0FTmksd2dxiE5e3rWyJXs6,sombr,back to friends,Warner Records,22,34,4,5035791,2025-04-17
23,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,1,24,54,4984910,2025-04-17
24,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,23,15,4914229,2025-04-17
25,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,32,53,4783223,2025-04-17
26,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,1,28,26,4756475,2025-04-17
27,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,10,31,75,4734395,2025-04-17
28,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,41,34,4578152,2025-04-17
29,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,35,198,4554463,2025-04-17
30,spotify:track:3LPLRNr58Z9Pn0clnEtkXb,Doechii,Anxiety,Top Dawg Entertainment/Capitol Records,2,21,6,4476223,2025-04-17
31,spotify:track:78HEzDEs1QUnHB2DbxgC1s,"Alemán, Neton Vega",Te Quería Ver,HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin,31,36,10,4430537,2025-04-17
32,spotify:track:3SAga35lAPYdjj3qyfEsCF,d4vd,Feel It (From “Invincible”),Darkroom/Interscope Records,32,37,18,4408037,2025-04-17
33,spotify:track:4AajxCEwGEsmHmT4H1TwjY,sombr,undressed,Warner Records,33,49,3,4382120,2025-04-17
34,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,11,44,20,4338381,2025-04-17
35,spotify:track:0b0Dz0Gi86SVdBxYeiQcCP,Sabrina Carpenter,Busy Woman,Island Records,10,42,9,4276114,2025-04-17
36,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,38,48,4225899,2025-04-17
37,spotify:track:0nj9Bq5sHDiTxSHunhgkFb,Kendrick Lamar,squabble up,"pgLang, under exclusive license to Interscope Records",1,40,21,4222031,2025-04-17
38,spotify:track:4eLDmhsJW3JoZTXCAozHor,Neton Vega,Loco,Josa Records,21,43,16,4203306,2025-04-17
39,spotify:track:68qeaZhtMZ6abrJCYt6nQn,"Playboi Carti, The Weeknd",RATHER LIE (with The Weeknd),AWGE/Interscope Records,2,20,5,4169093,2025-04-17
40,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,18,33,221,4168866,2025-04-17
41,spotify:track:7hR22TOX3RorxJPcsz5Wbo,Morgan Wallen,Love Somebody,Big Loud Records / Mercury Records / Republic Records,3,50,26,4124373,2025-04-17
42,spotify:track:2uvE4L5ZsYKpv8hbK4TIOt,Leon Thomas,MUTT,EZMNY Records/Motown Records,42,60,10,4097817,2025-04-17
