main_artist,track_name,Labels,Min Streams per Song,Total Streams per Song,Mean Streams per Song,Min Position per Song,Artist Song Count,MaxMin Ratio Position,MaxMin Ratio Streams,MaxMin Difference Position,MaxMin Difference Streams
$NOT,Doja,1,23789,23789,23789.0,194,1,1.0,1.0,0,0
$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",1,23341,23341,23341.0,182,1,1.0,1.0,0,0
031CHOPPA,Usenemali,1,35968,35968,35968.0,128,1,1.0,1.0,0,0
1da Banton,No Wahala - Remix,1,17584,17584,17584.0,168,1,1.0,1.0,0,0
2 Chainz,Bigger Than You (feat. Drake & Quavo),1,3964,32044,4577.714285714285,78,7,2.1025641025641026,1.512108980827447,86,2030
2 Chainz,Rule The World (feat. Ariana Grande),1,8536,8536,8536.0,148,1,1.0,1.0,0,0
2 Chainz,Whip (feat. Travis Scott),1,6924,16061,8030.5,127,2,1.5511811023622046,1.3196129404968227,70,2213
21 Savage,1.5,1,6469,6469,6469.0,195,1,1.0,1.0,0,0
21 Savage,Bank Account,1,1349,50548,3610.5714285714284,53,14,3.5849056603773586,3.5433654558932544,137,3431
21 Savage,Brand New Draco,1,20835,20835,20835.0,122,1,1.0,1.0,0,0
21 Savage,Glock In My Lap,1,17138,56323,28161.5,38,2,3.8684210526315788,2.2864394911891703,109,22047
21 Savage,Immortal,1,9448,22430,11215.0,128,2,1.5625,1.374047417442845,72,3534
21 Savage,Intro,1,20875,20875,20875.0,120,1,1.0,1.0,0,0
21 Savage,Many Men,1,29181,29181,29181.0,61,1,1.0,1.0,0,0
21 Savage,Mr. Right Now (feat. Drake),1,15771,193975,27710.714285714286,12,7,15.916666666666666,3.665461923784161,179,42037
21 Savage,My Dawg,1,22333,22333,22333.0,105,1,1.0,1.0,0,0
21 Savage,No Opp Left Behind,1,19094,19094,19094.0,140,1,1.0,1.0,0,0
21 Savage,RIP Luv,1,19579,19579,19579.0,134,1,1.0,1.0,0,0
21 Savage,Rich Nigga Shit (feat. Young Thug),1,15653,51261,25630.5,42,2,4.0476190476190474,2.2748354947933302,128,19955
21 Savage,Runnin,4,17638,411328,22851.555555555555,13,18,15.153846153846153,3.128812790565824,184,37548
21 Savage,Said N Done,1,16232,16232,16232.0,184,1,1.0,1.0,0,0
21 Savage,Slidin,1,30481,30481,30481.0,53,1,1.0,1.0,0,0
21 Savage,Snitches & Rats (Interlude),1,21333,21333,21333.0,113,1,1.0,1.0,0,0
21 Savage,Snitches & Rats (feat. Young Nudy),1,23067,23067,23067.0,100,1,1.0,1.0,0,0
21 Savage,Steppin On Niggas,1,17147,17147,17147.0,173,1,1.0,1.0,0,0
21 Savage,a lot,4,8181,363576,12984.857142857143,18,28,8.666666666666666,3.0311697836450313,138,16617
21 Savage,all my friends,1,6005,21315,7105.0,120,3,1.375,1.5110741049125729,45,3069
21 Savage,break da law,1,6785,6785,6785.0,185,1,1.0,1.0,0,0
21 Savage,can't leave without it,1,6568,6568,6568.0,191,1,1.0,1.0,0,0
21 Savage,monster,1,6929,77374,11053.42857142857,38,7,4.921052631578948,2.336556501659691,149,9261
24kGoldn,CITY OF ANGELS,1,15360,217881,18156.75,62,12,1.8870967741935485,1.4137369791666667,55,6355
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",1,17657,102823,20564.6,55,5,3.581818181818182,1.5878121991278247,142,10379
24kGoldn,Mood (feat. iann dior),3,21885,4442966,50488.25,1,88,165.0,4.688371030386109,164,80720
24kGoldn,VALENTINO,1,9090,62145,10357.5,160,6,1.2375,1.277887788778878,38,2526
25K,Blarofornia (feat. Zoocci Coke Dope),1,20703,20703,20703.0,179,1,1.0,1.0,0,0
25K,From Dusk Till Dawn (feat. FLVME),1,26993,26993,26993.0,102,1,1.0,1.0,0,0
25K,Hustlers Prayer (feat. A-Reece),1,20259,121355,30338.75,38,4,4.473684210526316,2.1925070339108546,132,24159
25K,Pheli Makaveli (Intro),1,26516,26516,26516.0,103,1,1.0,1.0,0,0
25K,Trap Jumpin',1,23923,23923,23923.0,131,1,1.0,1.0,0,0
347aidan,MEMORIES!,1,24618,271505,30167.222222222223,90,9,2.2222222222222223,1.4338289056787716,110,10680
5 Seconds of Summer,Easier,4,9959,426490,13757.741935483871,16,31,11.0625,2.6107038859323226,161,16041
5 Seconds of Summer,Lie To Me (feat. Julia Michaels),1,6979,107525,8960.416666666666,52,12,3.673076923076923,2.077231695085256,139,7518
5 Seconds of Summer,No Shame,1,11845,53379,17793.0,47,3,3.9148936170212765,1.9769523005487548,137,11572
5 Seconds of Summer,Old Me,1,11138,55063,13765.75,90,4,2.2222222222222223,1.537529179385886,110,5987
5 Seconds of Summer,Teeth,4,10473,315428,19714.25,28,16,6.785714285714286,2.2889334479136827,162,13499
5 Seconds of Summer,Valentine,1,3466,3466,3466.0,188,1,1.0,1.0,0,0
5 Seconds of Summer,Want You Back,1,2119,2119,2119.0,185,1,1.0,1.0,0,0
5 Seconds of Summer,Wildflower,1,12294,12294,12294.0,177,1,1.0,1.0,0,0
5 Seconds of Summer,Youngblood,3,3426,3512442,20907.39285714286,3,168,66.66666666666667,8.691185055458261,197,26350
6LACK,ATL Freestyle,1,21702,21702,21702.0,65,1,1.0,1.0,0,0
6LACK,Balenciaga Challenge (feat. Offset),1,4976,24546,8182.0,39,3,4.871794871794871,2.581993569131833,151,7872
6LACK,Disconnect,1,5064,15645,7822.5,56,2,2.9107142857142856,2.0894549763033177,107,5517
6LACK,East Atlanta Love Letter (feat. Future),1,5024,36877,7375.4,30,5,6.633333333333334,2.709792993630573,169,8590
6LACK,Elephant In The Room,1,15272,15272,15272.0,136,1,1.0,1.0,0,0
6LACK,Float,1,19484,19484,19484.0,86,1,1.0,1.0,0,0
6LACK,Know My Rights (feat. Lil Baby),1,13118,63106,21035.333333333332,28,3,6.678571428571429,2.5625095288915993,159,20497
6LACK,Let Her Go,1,5639,17258,8629.0,49,2,2.816326530612245,2.0604717148430574,89,5980
6LACK,Loaded Gun,1,5459,17214,8607.0,45,2,3.2,2.1533247847591133,99,6296
6LACK,Long Nights,1,18832,18832,18832.0,93,1,1.0,1.0,0,0
6LACK,Nonchalant,1,4553,47136,6733.714285714285,42,7,4.642857142857143,2.7239182956292556,153,7849
6LACK,Outside,1,14332,14332,14332.0,153,1,1.0,1.0,0,0
6LACK,Pretty Little Fears (feat. J. Cole),0,7240,1648250,17915.760869565216,11,92,18.0,4.401795580110497,187,24629
6LACK,Scripture,1,8263,8263,8263.0,79,1,1.0,1.0,0,0
6LACK,Seasons (feat. Khalid),1,9123,9123,9123.0,69,1,1.0,1.0,0,0
6LACK,Sorry,1,5304,16928,8464.0,48,2,3.2291666666666665,2.191553544494721,107,6320
6LACK,Stan,1,8074,8074,8074.0,84,1,1.0,1.0,0,0
6LACK,Switch,1,3899,59245,6582.777777777777,34,9,5.205882352941177,3.4077968709925623,143,9388
6LACK,Thuggers Interlude,1,8151,8151,8151.0,83,1,1.0,1.0,0,0
6LACK,Unfair,1,5440,17765,8882.5,43,2,3.372093023255814,2.265625,102,6885
6ix9ine,BEBE,1,4863,4863,4863.0,157,1,1.0,1.0,0,0
6ix9ine,FEFE,4,7277,400199,13799.965517241379,2,29,88.5,3.6286931427786175,175,19129
6ix9ine,GOOBA,4,16477,420573,26285.8125,19,16,7.421052631578948,2.3870243369545427,122,22854
6ix9ine,KIKA,1,5669,52494,7499.142857142857,59,7,3.389830508474576,1.960486858352443,141,5445
6ix9ine,MAMA,1,5728,24038,8012.666666666667,54,3,3.185185185185185,1.9608938547486034,118,5504
6ix9ine,STOOPID,1,5614,28228,7057.0,68,4,2.7794117647058822,1.7410046312789456,121,4160
6ix9ine,TATI,1,3195,3195,3195.0,191,1,1.0,1.0,0,0
6ix9ine,TIC TOC,1,8156,39085,13028.333333333334,15,3,7.666666666666667,2.265693967631192,100,10323
6ix9ine,TROLLZ (with Nicki Minaj),1,13262,116056,23211.2,17,5,10.764705882352942,3.016437942995023,166,26742
9umba,Nayi Ingozi,1,36738,36738,36738.0,79,1,1.0,1.0,0,0
9umba,uMlando,3,42931,3415361,92307.05405405405,2,37,40.0,3.5220935920430456,78,108276
A Boogie Wit da Hoodie,Look Back at It,1,6632,198137,11007.611111111111,36,18,5.527777777777778,2.7739746682750304,163,11765
A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",1,12908,12908,12908.0,167,1,1.0,1.0,0,0
A Boogie Wit da Hoodie,Startender (feat. Offset and Tyga),1,5835,54104,6763.0,155,8,1.2774193548387096,1.2615252784918594,43,1526
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),4,7867,309074,11887.461538461539,38,26,5.157894736842105,2.300622854963773,158,10232
A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),1,18866,43515,21757.5,64,2,1.609375,1.306530266087141,39,5783
A$AP Ferg,Plain Jane,1,2112,9342,2335.5,155,4,1.2774193548387096,1.222064393939394,43,469
A$AP Rocky,A$AP Forever (feat. Moby),1,2649,16903,3380.6,74,5,2.635135135135135,1.5858814647036619,121,1552
A$AP Rocky,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",1,5006,5006,5006.0,82,1,1.0,1.0,0,0
A$AP Rocky,Babushka Boi,1,9529,23893,11946.5,74,2,2.2837837837837838,1.5073984678350298,95,4835
A$AP Rocky,Bad Company (feat. BlocBoy JB),1,2719,13447,3361.75,58,4,3.0689655172413794,1.6480323648400148,120,1762
A$AP Rocky,Brotha Man (feat. French Montana),1,3054,3054,3054.0,185,1,1.0,1.0,0,0
A$AP Rocky,Buck Shots,1,4514,4514,4514.0,101,1,1.0,1.0,0,0
A$AP Rocky,CALLDROPS (feat. Kodak Black),1,3932,3932,3932.0,125,1,1.0,1.0,0,0
A$AP Rocky,D.M.B.,1,42780,42780,42780.0,53,1,1.0,1.0,0,0
A$AP Rocky,Distorted Records,1,4478,4478,4478.0,104,1,1.0,1.0,0,0
A$AP Rocky,Fukk Sleep (feat. FKA twigs),1,3120,9065,4532.5,61,2,3.2295081967213113,1.9054487179487178,136,2825
A$AP Rocky,Gunz N Butter (feat. Juicy J),1,3364,3364,3364.0,159,1,1.0,1.0,0,0
A$AP Rocky,OG Beeper,1,3181,3181,3181.0,174,1,1.0,1.0,0,0
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),4,6841,466846,9153.843137254902,11,51,17.818181818181817,1.8725332553720215,185,5969
A$AP Rocky,Purity (feat. Frank Ocean),1,3380,3380,3380.0,158,1,1.0,1.0,0,0
A$AP Rocky,Sundress,1,5248,5248,5248.0,198,1,1.0,1.0,0,0
A$AP Rocky,Tony Tone,1,4094,4094,4094.0,117,1,1.0,1.0,0,0
A-Reece,BRAVO,1,50778,50778,50778.0,37,1,1.0,1.0,0,0
A-Reece,Bellator,1,36184,36184,36184.0,76,1,1.0,1.0,0,0
A-Reece,Can't Open My Eyez,1,25229,65022,32511.0,60,2,3.216666666666667,1.5772721867691941,133,14564
A-Reece,"Couldn't Have Said It Better, Pt. 3",1,26739,26739,26739.0,144,1,1.0,1.0,0,0
A-Reece,DICHOTOMY,1,49304,49304,49304.0,42,1,1.0,1.0,0,0
A-Reece,DOTTED LINEZ,1,43178,43178,43178.0,52,1,1.0,1.0,0,0
A-Reece,DREAMS,1,46499,46499,46499.0,66,1,1.0,1.0,0,0
A-Reece,FRIEDay The 13th,1,31571,31571,31571.0,105,1,1.0,1.0,0,0
A-Reece,First Time 4 Everything,1,29556,29556,29556.0,133,1,1.0,1.0,0,0
A-Reece,For My Sanity,1,30063,118467,39489.0,36,3,3.2777777777777777,1.7571765958154542,82,22763
A-Reece,HIBACHI,1,22034,86949,43474.5,19,2,6.7368421052631575,2.946128710175184,109,42881
A-Reece,Holding Hands,1,5676,5676,5676.0,164,1,1.0,1.0,0,0
A-Reece,Intentions Interlude,1,31959,31959,31959.0,102,1,1.0,1.0,0,0
A-Reece,JIMMY'S INTERLUDE,1,18303,73905,36952.5,27,2,7.148148148148148,3.037862645467956,166,37299
A-Reece,Karma,1,5770,5770,5770.0,162,1,1.0,1.0,0,0
A-Reece,Live Once Interlude,1,33550,33550,33550.0,91,1,1.0,1.0,0,0
A-Reece,MARK 15:35,1,20813,84773,42386.5,20,2,7.55,3.0730793254216113,131,43147
A-Reece,MORNING PEACE,1,30783,76000,38000.0,46,2,1.2826086956521738,1.4688951694116883,13,14434
A-Reece,More Than Enough,1,38636,38636,38636.0,67,1,1.0,1.0,0,0
A-Reece,NIGHTMARE ON BRYANSTON DR - Freestyle,1,51553,51553,51553.0,34,1,1.0,1.0,0,0
A-Reece,NO MAN'S LAND,1,53037,53037,53037.0,31,1,1.0,1.0,0,0
A-Reece,OVER ME,1,42762,42762,42762.0,54,1,1.0,1.0,0,0
A-Reece,RE$IDUAL SELF-IMAGE,1,43939,43939,43939.0,49,1,1.0,1.0,0,0
A-Reece,Re$idual $Elf Image,1,14589,56365,18788.333333333332,63,3,2.984126984126984,1.650901364041401,125,9496
A-Reece,Red Dragon,1,30453,80370,40185.0,43,2,2.953488372093023,1.6391488523298197,84,19464
A-Reece,THE 5 YEAR PLAN,1,17899,264960,33120.0,6,8,30.5,3.7137828928990446,177,48574
A-Reece,THE SAME THING,1,19927,81048,40524.0,22,2,7.454545454545454,3.0672454458774525,142,41194
A-Reece,Take Care of Your Heart,1,5339,5339,5339.0,182,1,1.0,1.0,0,0
A-Reece,automatiC,1,31767,31767,31767.0,128,1,1.0,1.0,0,0
A-Reece,bilL russelL,1,36863,36863,36863.0,85,1,1.0,1.0,0,0
A-Reece,blvcK kidZ,1,37098,37098,37098.0,84,1,1.0,1.0,0,0
A-Reece,drivE sloW,1,36089,36089,36089.0,89,1,1.0,1.0,0,0
A-Reece,indooR interludE,1,28755,28755,28755.0,152,1,1.0,1.0,0,0
A-Reece,morE thaN a nighT,1,35215,35215,35215.0,99,1,1.0,1.0,0,0
A-Reece,ouT oF reacH,1,35600,35600,35600.0,94,1,1.0,1.0,0,0
A-Reece,ridiculouS,1,32819,70317,35158.5,88,2,1.3295454545454546,1.142569852829154,29,4679
A-Reece,thE confrontatioN,1,43800,43800,43800.0,55,1,1.0,1.0,0,0
A-Reece,thE whitE lighT,1,46843,46843,46843.0,42,1,1.0,1.0,0,0
A-Reece,tufF lucK,1,35534,35534,35534.0,95,1,1.0,1.0,0,0
AC/DC,Back In Black,1,2177,2177,2177.0,177,1,1.0,1.0,0,0
ACRAZE,Do It To It,0,24675,1303541,44949.68965517241,26,29,6.846153846153846,2.748449848024316,152,43143
AJR,Sober Up (feat. Rivers Cuomo),1,2104,10153,2538.25,100,4,1.96,1.5213878326996197,96,1097
AKA,Amen,1,3367,22989,5747.25,49,4,3.7142857142857144,2.4033264033264032,133,4725
AKA,Beyonce,1,3731,21841,7280.333333333333,20,3,7.4,3.485124631466095,128,9272
AKA,Casino,1,24961,56956,28478.0,47,2,1.5106382978723405,1.2817996073875246,24,7034
AKA,Cross my Heart,1,13772,13772,13772.0,153,1,1.0,1.0,0,0
AKA,Daddy Issues ll,1,4261,4261,4261.0,138,1,1.0,1.0,0,0
AKA,Energy (feat. Gemini Major),1,15543,71322,17830.5,85,4,2.3176470588235296,1.5060155697098372,112,7865
AKA,F.R.E.E (feat. Riky Rick & DJ Tira),1,10052,10052,10052.0,179,1,1.0,1.0,0,0
AKA,Fela In Versace,4,3932,378728,9710.97435897436,35,39,5.485714285714286,3.6688708036622586,157,10494
AKA,Finessin',1,19963,19963,19963.0,111,1,1.0,1.0,0,0
AKA,Fully In,1,8268,8268,8268.0,43,1,1.0,1.0,0,0
AKA,Heavy Drank (feat. K.O),1,23965,23965,23965.0,80,1,1.0,1.0,0,0
AKA,Jika,1,5947,36334,7266.8,81,5,2.432098765432099,1.3706070287539935,116,2204
AKA,Lemons (Lemonade),4,164534,354899,177449.5,2,2,2.5,1.156994906827768,3,25831
AKA,Magriza,1,6127,6127,6127.0,72,1,1.0,1.0,0,0
AKA,Main Ou's,1,11561,32019,16009.5,50,2,2.86,1.7695701063921807,93,8897
AKA,Me and You,1,4378,4378,4378.0,133,1,1.0,1.0,0,0
AKA,Mufasa,1,16450,16450,16450.0,183,1,1.0,1.0,0,0
AKA,Reset,1,7060,7060,7060.0,59,1,1.0,1.0,0,0
AKA,StarSigns,1,2066,9134,2283.5,148,4,1.3175675675675675,1.2279767666989352,47,471
AKA,Starsigns,1,4421,4421,4421.0,128,1,1.0,1.0,0,0
AKA,Sweet Fire,1,4997,4997,4997.0,108,1,1.0,1.0,0,0
AKA,The World Is Yours,1,4081,4081,4081.0,150,1,1.0,1.0,0,0
AKA,Touch My Blood,1,7465,7465,7465.0,52,1,1.0,1.0,0,0
AKA,Zone,1,4345,4345,4345.0,136,1,1.0,1.0,0,0
ANATII,WENA,1,5212,5212,5212.0,178,1,1.0,1.0,0,0
ATB,Your Love (9PM),0,21015,1645964,32273.803921568626,41,51,4.585365853658536,2.0643349988103736,147,22367
AURORA,Runaway,4,18884,481248,32083.2,37,15,4.945945945945946,2.4710866341876723,146,27780
AV,Confession,1,23930,23930,23930.0,109,1,1.0,1.0,0,0
AV,No Dey Form,1,16347,16347,16347.0,185,1,1.0,1.0,0,0
AVAION,Pieces,1,13127,57805,14451.25,105,4,1.542857142857143,1.171097737487621,57,2246
Abidoza,Diamond Walk,1,32038,32038,32038.0,112,1,1.0,1.0,0,0
Abidoza,Umjolo,1,27107,27107,27107.0,126,1,1.0,1.0,0,0
Adekunle Gold,5 Star,1,31789,31789,31789.0,81,1,1.0,1.0,0,0
Adekunle Gold,5 Star (with Rick Ross),1,17342,17342,17342.0,174,1,1.0,1.0,0,0
Adekunle Gold,High,1,37278,37278,37278.0,69,1,1.0,1.0,0,0
Adekunle Gold,Sinner,1,17254,17254,17254.0,175,1,1.0,1.0,0,0
Adele,All I Ask,1,28302,28302,28302.0,116,1,1.0,1.0,0,0
Adele,All Night Parking (with Erroll Garner) Interlude,1,27716,105761,52880.5,25,2,6.0,2.815882522730553,125,50329
Adele,Can I Get It,1,28769,165799,55266.333333333336,18,3,7.888888888888889,3.2388682262157182,124,64410
Adele,Chasing Pavements,1,22725,22725,22725.0,189,1,1.0,1.0,0,0
Adele,Cry Your Heart Out,1,30737,123902,61951.0,19,2,6.7368421052631575,3.031037511793604,109,62428
Adele,Easy On Me,3,40822,4598841,91976.82,1,50,93.0,10.512689236196168,92,388327
Adele,Hello,1,25410,58321,29160.5,93,2,1.8602150537634408,1.295198740653286,80,7501
Adele,Hold On,1,31320,116698,58349.0,22,2,5.454545454545454,2.7259897828863346,98,54058
Adele,I Drink Wine,1,28494,229145,57286.25,10,4,15.5,4.088650242156244,145,88008
Adele,Love In The Dark,1,26112,96006,32002.0,77,3,1.7272727272727273,1.448452818627451,56,11710
Adele,Love Is A Game,1,25273,95005,47502.5,32,2,5.6875,2.7591500811142327,150,44459
Adele,Make You Feel My Love,1,22946,113593,28398.25,82,4,2.268292682926829,1.5466312211278654,104,12543
Adele,My Little Love,1,25817,232865,58216.25,9,4,22.22222222222222,4.76178487043421,191,97118
Adele,Oh My God,4,24194,712818,41930.470588235294,8,17,24.5,5.390096718194593,188,106214
Adele,Rolling in the Deep,1,23385,150037,30007.4,66,5,2.878787878787879,1.7461620697028009,124,17449
Adele,Send My Love (To Your New Lover),1,23220,82790,27596.666666666668,88,3,2.0681818181818183,1.4813953488372094,94,11178
Adele,Set Fire to the Rain,1,25199,90938,30312.666666666668,68,3,2.485294117647059,1.5883963649351165,101,14827
Adele,Someone Like You,1,23767,192050,32008.333333333332,50,6,3.52,1.9411368704506249,126,22368
Adele,Strangers By Nature,1,28520,125888,62944.0,16,2,8.9375,3.4140252454417954,127,68848
Adele,To Be Loved,1,25235,164858,54952.666666666664,14,3,13.214285714285714,3.9767386566276994,171,75118
Adele,When We Were Young,1,21273,266189,33273.625,38,8,5.157894736842105,2.49819019414281,158,31871
Adele,Woman Like Me,1,27131,107346,53673.0,24,2,6.666666666666667,2.9565810327669455,136,53084
Agust D,Daechwita,1,13984,13984,13984.0,148,1,1.0,1.0,0,0
Ajebo Hustlers,In Love,1,18139,18139,18139.0,164,1,1.0,1.0,0,0
Ajebo Hustlers,Loyalty,1,30755,30755,30755.0,83,1,1.0,1.0,0,0
Ajebutter22,King of Parole,1,19658,19658,19658.0,144,1,1.0,1.0,0,0
Alan Walker,All Falls Down (feat. Juliander),1,2626,32515,4064.375,91,8,2.087912087912088,2.289032749428789,99,3385
Alan Walker,"Alone, Pt. II",1,12288,131255,14583.888888888889,102,9,1.4803921568627452,1.2893880208333333,49,3556
Alan Walker,Darkside,4,7088,333698,9814.64705882353,42,34,2.9047619047619047,1.9710778781038374,80,6883
Alan Walker,Diamond Heart,1,5668,30484,6096.8,142,5,1.232394366197183,1.1206774876499648,33,684
Alan Walker,Faded,1,5553,5553,5553.0,194,1,1.0,1.0,0,0
Alan Walker,On My Way,1,8292,156567,10437.8,56,15,2.6607142857142856,1.6471297636275928,93,5366
Alec Benjamin,Devil Doesnt Bargain,1,28885,28885,28885.0,171,1,1.0,1.0,0,0
Alec Benjamin,Jesus in LA,1,7990,7990,7990.0,190,1,1.0,1.0,0,0
Alec Benjamin,Let Me Down Slowly,4,3568,841316,12192.985507246376,22,69,9.090909090909092,6.443105381165919,178,19421
Alessia Cara,Growing Pains,1,3673,25004,4167.333333333333,103,6,1.7378640776699028,1.3904165532262456,76,1434
Alessia Cara,Out Of Love,1,7842,24285,8095.0,139,3,1.1007194244604317,1.0578933945422087,14,454
Alessia Cara,Scars To Your Beautiful,4,2294,659431,12211.685185185184,156,54,1.2820512820512822,8.376198779424586,44,16921
Alesso,Chasing Stars (feat. James Bay),1,28412,28412,28412.0,99,1,1.0,1.0,0,0
Alesso,Midnight (feat. Liam Payne),1,11266,11266,11266.0,200,1,1.0,1.0,0,0
Alesso,REMEDY,4,5247,325548,10851.6,43,30,3.186046511627907,2.6127310844291975,94,8462
Alesso,Sad Song (feat. TINI),1,8096,16230,8115.0,149,2,1.0201342281879195,1.0046936758893281,3,38
Alexander 23,IDK You Yet,1,12907,80117,13352.833333333334,144,6,1.3055555555555556,1.0772449058650344,44,997
Alfa Kat,Phone Yam,4,17152,380757,25383.8,38,15,5.078947368421052,2.2918027052238807,155,22157
Ali Gatie,It's You,4,9673,704255,14984.148936170213,25,47,7.76,2.325235190737103,169,12819
Ali Gatie,Running On My Mind,1,12529,25902,12951.0,165,2,1.0909090909090908,1.067363716178466,15,844
Ali Gatie,What If I Told You That I Love You,1,13436,289641,19309.4,50,15,2.76,1.737570705567133,88,9910
Alicia Keys,So Done (feat. Khalid),1,17185,17185,17185.0,128,1,1.0,1.0,0,0
Amaarae,SAD GIRLZ LUV MONEY (feat. Moliy & Kali Uchis) - Vigro Deep Amapiano Remix,1,25926,56129,28064.5,130,2,1.146153846153846,1.1649695286584896,19,4277
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),4,23535,479082,31938.8,41,15,4.780487804878049,2.149776927979605,155,27060
Amanda Black,Afrika (feat. Adekunle Gold),1,9822,9822,9822.0,189,1,1.0,1.0,0,0
Amanda Black,Hamba,1,11461,11461,11461.0,145,1,1.0,1.0,0,0
Ami Faku,Lala Ngoxolo (feat. Emtee),1,27660,27660,27660.0,73,1,1.0,1.0,0,0
Ami Faku,Ubuhle Bakho,1,8925,8925,8925.0,196,1,1.0,1.0,0,0
Amin,REEL IT IN,1,4953,66128,7347.555555555556,84,9,2.0357142857142856,1.9676963456491015,87,4793
Amu Classic,Qhude (feat. Djy Jaivane & Mashudu),1,25270,287040,35880.0,50,8,3.16,2.0745152354570635,108,27153
Anderson .Paak,Make It Better (feat. Smokey Robinson),1,8079,8079,8079.0,159,1,1.0,1.0,0,0
Anderson .Paak,Tints (feat. Kendrick Lamar),1,5425,12204,6102.0,132,2,1.2803030303030303,1.2495852534562213,37,1354
Andile Mpisane,It's Too Much Sauce,1,21870,21870,21870.0,174,1,1.0,1.0,0,0
Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",1,7626,241581,10503.521739130434,102,23,1.892156862745098,1.8768686073957515,91,6687
Andy Williams,It's the Most Wonderful Time of the Year,1,6615,274017,34252.125,16,8,9.4375,10.477702191987905,135,62695
Anne-Marie,2002,5,4172,2387161,15501.045454545454,23,154,8.391304347826088,4.933604985618408,170,16411
Anne-Marie,Birthday,1,12002,45580,15193.333333333334,75,3,2.3866666666666667,1.547408765205799,104,6570
Anne-Marie,Don't Play,1,20172,41207,20603.5,118,2,1.6864406779661016,1.0427820741622051,81,863
Anne-Marie,Our Song,1,18813,105852,21170.4,137,5,1.4452554744525548,1.2366448732259607,61,4452
Ant Saunders,Yellow Hearts,1,11998,236626,16901.85714285714,52,14,3.423076923076923,1.719953325554259,126,8638
Anuel AA,China,1,7927,7927,7927.0,197,1,1.0,1.0,0,0
Appel,Boerenooi,1,19942,89290,22322.5,155,4,1.2838709677419355,1.2177314211212515,44,4342
Appel,Dina,4,19383,566973,24651.0,86,23,2.197674418604651,1.6524789764226384,103,12647
Appel,Hier Sal Jy Boer,1,18858,18858,18858.0,197,1,1.0,1.0,0,0
Appel,Nonna,1,15474,178255,17825.5,114,10,1.7280701754385965,1.5663047692904226,83,8763
Arctic Monkeys,Four Out Of Five,1,3968,3968,3968.0,113,1,1.0,1.0,0,0
Arctic Monkeys,One Point Perspective,1,2890,2890,2890.0,181,1,1.0,1.0,0,0
Arctic Monkeys,Star Treatment,1,2905,2905,2905.0,179,1,1.0,1.0,0,0
Ari Lennox,Shea Butter Baby (with J. Cole),1,7020,46611,7768.5,114,6,1.7456140350877194,1.2346153846153847,85,1647
Ariana Grande,34+35,4,18213,891794,33029.40740740741,18,27,10.555555555555555,2.630154285400538,172,29690
Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",1,17097,71487,23829.0,42,3,4.738095238095238,2.036731590337486,157,17725
Ariana Grande,7 rings,0,12770,1760005,20952.440476190477,1,84,194.0,4.8537979639780735,193,49213
Ariana Grande,Bad To You (with Normani & Nicki Minaj),1,14871,35200,17600.0,54,2,1.7222222222222223,1.3670230650258892,39,5458
Ariana Grande,Dont Call Me Angel (Charlies Angels) (with Miley Cyrus & Lana Del Rey),1,10315,191974,21330.444444444445,11,9,15.363636363636363,4.029180804653417,158,31246
Ariana Grande,God is a woman,1,5622,264627,9450.964285714286,8,28,25.0,3.3342226965492707,192,13123
Ariana Grande,MONOPOLY (with Victoria Mont),1,8023,60689,12137.8,34,5,4.4411764705882355,2.409198554156799,117,11306
Ariana Grande,NASA,1,8603,40746,13582.0,33,3,4.121212121212121,2.3769615250494014,103,11846
Ariana Grande,One Last Time,1,6790,6790,6790.0,173,1,1.0,1.0,0,0
Ariana Grande,R.E.M,1,8693,8693,8693.0,48,1,1.0,1.0,0,0
Ariana Grande,Santa Baby,1,12655,28962,14481.0,68,2,1.8823529411764706,1.2885815883050178,60,3652
Ariana Grande,Santa Tell Me,4,7523,389097,29930.53846153846,7,13,25.428571428571427,9.31038149674332,171,62519
Ariana Grande,Stuck with U (with Justin Bieber),0,15978,1066410,28821.891891891893,8,37,24.5,3.376768056077106,188,37976
Ariana Grande,bad idea,1,11342,47857,15952.333333333334,23,3,3.4782608695652173,1.9750484923293952,57,11059
Ariana Grande,better off,1,4897,4897,4897.0,131,1,1.0,1.0,0,0
Ariana Grande,blazed (feat. Pharrell Williams),1,4849,4849,4849.0,134,1,1.0,1.0,0,0
Ariana Grande,bloodline,1,8058,37295,12431.666666666666,38,3,4.105263157894737,2.358277488210474,118,10945
Ariana Grande,boyfriend (with Social House),4,11316,393115,20690.263157894737,8,19,24.875,3.4300106044538707,191,27498
