rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
23,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",16,22,14
24,"spotify:track:5hnGrTBaEsdukpDF6aZg8a","Dean Lewis","How Do I Say Goodbye","Universal Music Australia Pty. Ltd.",21,21,7
25,"spotify:track:0uo7p6JtXF7U8x0ktN0Vty","Funk Tribu","Phonky Tribu","SpeedMaster Records",19,23,11
26,"spotify:track:3W9jnJBPYeihwNSXsr65f9","Lil Mabu, DUSTY LOCANE","NO SNITCHING (with Dusty Locane)","Lil Mabu",10,24,37
27,"spotify:track:2WigMwGJysIh9fRnSJvpjn","Oxlade","KU LO SA - A COLORS SHOW","Epic",7,26,85
28,"spotify:track:4tRhRLBxIZ34Iw0eCuiC03","southstar","Miss You","Columbia/B1 Recordings",28,-1,1
29,"spotify:track:0DsPxFiFebzdMlCEIWFGDO","Prop","Kwaaitjie","Select",3,28,42
30,"spotify:track:0iNTHA6vIhJN671nqIFISV","Tasché","Sal Jy Vir My Wag","Universal Music (Pty) Ltd.",30,30,7
31,"spotify:track:0e5UZadoZ5me957hKsxRYh","JVKE","golden hour","JVKE",5,29,51
32,"spotify:track:42tD9J0KCPFSc1d2hFTvAf","Destroy Lonely","NOSTYLIST","Opium",31,31,11
33,"spotify:track:5YIMTHKWgGklloKgZHc41H","Lambo4oe","self esteem - Mixtape","LAMBDIDYMUSIC©️",27,27,11
34,"spotify:track:3Y2MvObZdPakD1X71KOxCD","Stephen Dawes","Teenage Dream","Stephen Dawes",34,45,13
35,"spotify:track:3yLQPgGZPv8CvLcrFaJTM1","Temple Boys Cpt, Washa KingBoys","Areveerend (S.o.2 Raw) - Bonus Track","Rejx Entertainment",25,36,15
36,"spotify:track:0GAX8SapBTjOqW0d5taVMu","Bernice West","Lyfie","Universal Music (Pty) Ltd.",36,39,24
37,"spotify:track:20HFHldksvpelZlcSTL0UA","Nathii, Dj Jay Jay, D_Nice","No Jay Jay","3682629 Records DK",15,32,31
38,"spotify:track:1Xq9ilOLiknCaGYtSsvFrH","Dermot Kennedy","Kiss Me","Riggins Recording",37,37,7
39,"spotify:track:4UOzNkGbhjBKQy0d3jSmO4","Naqua SA, Shebeshxt, Phobla On The Beat, Mckay Johnson, Prince Zulu, Dj Tiano","Cinderella","2435823 Records DK",30,33,7
40,"spotify:track:45bfH0GZvUyujIBiKRhXso","Eliza Rose, Interplanetary Criminal","B.O.T.A. (Baddest Of Them All)","Warner Records",15,42,24
41,"spotify:track:0wGbyS1tExQSwOYu6UceyE","ONIMXRU, SMITHMANE","SHADOW","ONIMXRU x SMITHMANE",27,34,32
42,"spotify:track:1BXfrEUZFDhrVahuVT3PMK","Q Twins, Xowla, Mduduzi Ncube, Big Zulu","Alusafani","Afrotainment",11,35,28
43,"spotify:track:6G1Mz5yMgn0ydOlIvTrZ65","TALK","Run Away to Mars","Range Music/Capitol Records",1,40,50
44,"spotify:track:3kIiJeILPKS1gObjJFq4Hi","Fortunator, khubvi kid, Crosswavee, dj Call me SA, DJ Micro","Ha mathuthu banga (Fortunator & Rude kid venda)","3436750 Records DK",32,46,25
45,"spotify:track:78Sw5GDo6AlGwTwanjXbGh","d4vd","Here With Me","Darkroom/Interscope Records",44,47,4
46,"spotify:track:1y5eHXBYiLgNv00KoHXm4o","Soa mattrix, Mashudu, Happy Jazzman, Emotionz DJ","Mina Nawe","Soa Family",16,38,21
47,"spotify:track:7rmpguwTH3XwEPZMSeL4RH","Lowsheen, Master KG, Nkosazana Daughter","Thula","Wanitwa Mos Entertainment",11,44,21
48,"spotify:track:0oO1AbL92F6329z13C2qQH","Yeat","Talk","Field Trip Recordings/Geffen Records",42,43,7
49,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",49,50,18
50,"spotify:track:1DIXPcTDzTj8ZMHt3PDt8p","Coolio, L.V.","Gangsta's Paradise","Tommy Boy Music, LLC",36,51,11
51,"spotify:track:1XkMxUilV0E3ChDERZJUEq","Balming Tiger, Omega Sapien, bj wnjn, Mudd the student, RM","SEXY NUKIM (feat. RM of BTS)","Balming Tiger",34,41,7
52,"spotify:track:3IlWZqnqXW29Zr84eTv3CK","Skweletu","Inja endlini","3825021 Records DK",52,52,26
53,"spotify:track:5zgkOLH6HfY5w8thZoS2jP","Kinneret","No Wind Resistance!","Tiny Harp Productions",12,53,51
54,"spotify:track:7wdwIaXUuzlu1grzWMFRJm","Ghost","Mary On A Cross","UME - Global Clearing House",3,55,57
55,"spotify:track:2ksyzVfU0WJoBpu8otr4pz","INTERWORLD","METAMORPHOSIS","INTERWORLD",26,49,42
56,"spotify:track:62SaDdv956IYAt5nS1nWx7","Njelic, Thabza Tee","Down The Drain","Universal Music (Pty) Ltd.",17,56,35
57,"spotify:track:2sOj9vyd6yiss9W1IK6chU","DJ Khaled, Rick Ross, Lil Wayne, JAY-Z, John Legend, Fridayy","GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)","Epic/We The Best",22,57,14
58,"spotify:track:4ZdEKnyBbsxJf0FRd3rTb5","Caroline Grace","Bokswyn","Universal Music (Pty) Ltd.",29,54,21
59,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",22,59,59
60,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",28,58,64
61,"spotify:track:079mntueS2KWjxVqOHjG70","Preston Pablo, Banx & Ranx","Flowers Need Rain","31 East JV (2021)",9,48,54
62,"spotify:track:0HaRLPnr887lcQM2YQzkff","Burna Boy, Ed Sheeran","For My Hand (feat. Ed Sheeran)","Spaceship Entertainment Ltd.",10,62,63
63,"spotify:track:0ocf3HwWhrXtA8r63Vcd2h","Crash Adams","Give Me A Kiss","Crash Adams Records",35,65,16
64,"spotify:track:6enlARRNWUiwg4HSeJgyjJ","Naqua SA, Shebeshxt, Mckay Johnson, 4nik Plk, Reff SA, Dj Tiano","Ak'Busy Ka Bafana","2435823 Records DK",60,60,8
65,"spotify:track:7jrMFjEq0t09f7m3HnnWXl","Supermode, MEDUZA","Tell Me Why - MEDUZA Remix","Axtone Records",65,78,3
66,"spotify:track:4UGvqm3e7UElrrriPtnhwz","Genevieve Stokes","Habits","Atlantic Records",22,70,23
67,"spotify:track:6RbOyNeajWax51NtpO6WT8","Victony, Tempoe","Soweto","The Plug Entertainment",26,68,19
68,"spotify:track:5YbPxJwPfrj7uswNwoF1pJ","Burna Boy","Last Last","Spaceship Entertainment Ltd.",4,61,119
69,"spotify:track:5fyP52PhWspAIBLjkwatiW","Temple Boys Cpt, Dj Early Raw","Niks Hoor - Original Mix","Rejx Entertainment",55,71,13
70,"spotify:track:0hcW7qPqWWJc8189OaqQvX","Jesse Powell, Gerald Albright","You","Silas",38,63,16
71,"spotify:track:2hxvxqz4Isl12FLIr2z3yo","Russell Zuma, Gaba Cannal, George Lesley","Ngise Mathandweni","Theko Price",43,67,7
72,"spotify:track:30sDS4E23SZCd95dhXlGlU","Sam Deep, MaWhoo","Thokoza","Universal Music (Pty) Ltd.",34,74,19
73,"spotify:track:4TcJQA6pvHw0bmibOX37AQ","King Temoso","iNkwenkwezi (with Sami'Kay)","King Temoso",56,73,7
74,"spotify:track:1EZMFiD30CythJ73EBZfUq","Jay Music, Mellow & Sleazy, DJ SOL K","The Fxckin Injury","1713874 Records DK",8,66,42
75,"spotify:track:7DbdUf8aHSYoliSjO6LZv6","Beach Weather","Sex, Drugs, Etc.","8123 / Arista Records",16,72,116
76,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",22,77,93
77,"spotify:track:1zHdh2Muk7jyPYXc8h1zPs","Big Zulu, Mduduzi Ncube, Siya Ntuli, Lwah Ndlunkulu, Xowla","Voicemail","Nkabi Records",2,79,76
78,"spotify:track:3064ZSSOdtMv9U5NsAQ884","Russell Zuma, Artwork Sounds, CocoSA","Masithwalisane","Theko Price",61,69,7
79,"spotify:track:4pR4oQJULf7FDB54TleMyH","Limoblaze, Lecrae, Happi","Jireh (My Provider)","Limoblaze Music",34,64,27
80,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",2,75,70
81,"spotify:track:0TVYnw5g6Dz7Prt9qbrpa8","Dlala Regal, Maximum & Cowboy","Mpolaye","Universal Music (Pty) Ltd.",70,84,10
82,"spotify:track:3kv0NJ4RvLtBWKmwWMKLPU","Russell Zuma, Kabza De Small, Da Muziqal Chef, George Lesley","Kwelizayo","Theko Price",82,82,7
83,"spotify:track:3PdO57q0KLWkfWXsXQJlV6","Mas Musiq, Aymos, Young Stunna","Sengizwile (feat. Aymos & Young Stunna)","New Money Gang Records",40,81,69
84,"spotify:track:2q3cyycKUTWqchcSTtwaxn","Tskay, Ocean Biller, Hauzen Dj","Bucket","Open Mic Productions",18,86,20
85,"spotify:track:2ISyz9DRGEMrJN77ge3hi2","Eem Triplin","AWKWARD FREESTYLE","Eem Triplin LLC",44,92,17
86,"spotify:track:5hVjoL3sHepZROri63wBxP","Burna Boy","It's Plenty","Spaceship Entertainment Ltd.",40,83,36
87,"spotify:track:3NE02HZ5vRIoiGN7EDtcpO","Temple Boys Cpt","SkinnerBekke","Rejx Entertainment",61,85,10
88,"spotify:track:2295XNhe4FWJ40rzHhJHzu","Russell Zuma, Visca, Mr Abie","Ubomi","Theko Price",88,91,2
89,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",54,87,38
90,"spotify:track:4b0MZa0sxGyKgvY7W2rZq1","Cade Thompson","Arms of Jesus","Red Street Records",42,80,22
91,"spotify:track:4UU4qUfkfRd4IXszXX2Z1K","Stabhilithi","Ama-push ups","Cutca Music Publishers",17,93,44
92,"spotify:track:75VD2d6BPTuESBrzRqD6xl","Senior Oat, Kemy Chienda","All In You","The Oat Records",1,88,203
93,"spotify:track:1uJ0MhoeCx5y66oaxv5tUQ","Naqua SA, Shebeshxt, Justin Juss Tii, Strike SA","Shebe Monateng (Shebeshxt)","2435823 Records DK",45,76,31
94,"spotify:track:1MqzIgGsHP4cNjPboevsfq","Indila","Tourner Dans Le Vide","Universal Music Division Capitol Music France",43,97,28
95,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",12,98,36
96,"spotify:track:27ZZdyTSQWI7Cug2d2PkqV","Armani White","BILLIE EILISH.","Legendbound, LLC / Def Jam Recordings",5,95,104
97,"spotify:track:0M1beC2uxEICSTyHE1NPCa","Naqua SA, Shebeshxt, Maqsoul, Justin Juss Tii, Mckay Johnson, Reff SA","Changura","2435823 Records DK",89,89,2
98,"spotify:track:5XFgSWhFtug2luDBjYJ565","BL Zero, Lebzito, Kamo the Vocalist, Major League Djz, Dj Karri","Marinate","Piano City",94,94,2
99,"spotify:track:6uWez0py1zc17F7hjp7jIt","Coolio, 40 Thevz","C U When U Get There","Tommy Boy Music, LLC",99,99,2
100,"spotify:track:3bjM6KcvV1MwkAm7DJQb9O","loafers, Badjack, Maxim Schunk","Lay All Your Love On Me","Soave Records",60,90,13
