main_artist,artist_names,art_dict
Dmelo Flow,Justin Quiles - Lenny Tavrez - De La Ghetto - Dalex - Arcangel - Sech,"{'Dmelo Flow': [' Arcangel ', ' De La Ghetto ', ' Lenny Tavrez ', ' Sech', ' Dalex ', 'Justin Quiles ']}"
Doechii,,{'Doechii': ['']}
Doja Cat,,{'Doja Cat': ['']}
Doja Cat,Ariana Grande,{'Doja Cat': ['Ariana Grande']}
Doja Cat,Tyga,{'Doja Cat': ['Tyga']}
Doja Cat,SZA,{'Doja Cat': ['SZA']}
Doja Cat,Gucci Mane,{'Doja Cat': ['Gucci Mane']}
Doja Cat,Young Thug,{'Doja Cat': ['Young Thug']}
Doja Cat,Nicki Minaj,{'Doja Cat': ['Nicki Minaj']}
Doja Cat,The Weeknd,{'Doja Cat': ['The Weeknd']}
Dominic Fike,,{'Dominic Fike': ['']}
Dominic Fike,Zendaya,{'Dominic Fike': ['Zendaya']}
Don Omar,Lucenzo,{'Don Omar': ['Lucenzo']}
Don Omar,Zion & Lennox,{'Don Omar': ['Zion & Lennox']}
Don Patricio,Cruz Cafun,{'Don Patricio': ['Cruz Cafun']}
Don Toliver,,{'Don Toliver': ['']}
Don Toliver,Travis Scott,{'Don Toliver': ['Travis Scott']}
Don Toliver,Quavo - Offset,"{'Don Toliver': [' Offset', 'Quavo ']}"
Don Toliver,Speedy - j-hope - Pharrell Williams,"{'Don Toliver': ['Speedy ', ' Pharrell Williams', ' j', 'hope ']}"
Don Toliver,Justin Bieber - Future,"{'Don Toliver': ['Justin Bieber ', ' Future']}"
Donny Hathaway,,{'Donny Hathaway': ['']}
Dove Cameron,,{'Dove Cameron': ['']}
Dr. Dre,Snoop Dogg,{'Dr. Dre': ['Snoop Dogg']}
Drake,Sampha,{'Drake': ['Sampha']}
Drake,,{'Drake': ['']}
Drake,Static Major - Ty Dolla $ign,"{'Drake': [' Ty Dolla $ign', 'Static Major ']}"
Drake,Chief Keef,{'Drake': ['Chief Keef']}
Drake,Teezo Touchdown,{'Drake': ['Teezo Touchdown']}
Drake,Lil Yachty,{'Drake': ['Lil Yachty']}
Drake,21 Savage,{'Drake': ['21 Savage']}
Drake,Giveon,{'Drake': ['Giveon']}
Drake,Sosa Geek - Fivio Foreign,"{'Drake': [' Fivio Foreign', 'Sosa Geek ']}"
Drake,Future,{'Drake': ['Future']}
Drake,Michael Jackson,{'Drake': ['Michael Jackson']}
Drake,J. Cole,{'Drake': ['J. Cole']}
Drake,Travis Scott,{'Drake': ['Travis Scott']}
Drake,Tems,{'Drake': ['Tems']}
Drake,Bad Bunny,{'Drake': ['Bad Bunny']}
Drake,Ty Dolla $ign,{'Drake': ['Ty Dolla $ign']}
Drake,Jorja Smith - Black Coffee,"{'Drake': ['Jorja Smith ', ' Black Coffee']}"
Drake,Lil Baby,{'Drake': ['Lil Baby']}
Drake,Kanye West,{'Drake': ['Kanye West']}
Drake,Yeat,{'Drake': ['Yeat']}
Drake,Kid Cudi,{'Drake': ['Kid Cudi']}
Drake,Young Thug,{'Drake': ['Young Thug']}
Drake,Giveon - Lil Durk,"{'Drake': [' Lil Durk', 'Giveon ']}"
Drake,21 Savage - Young Thug,"{'Drake': [' Young Thug', '21 Savage ']}"
Drake,Giggs,{'Drake': ['Giggs']}
Drake,Project Pat - 21 Savage,"{'Drake': ['Project Pat ', ' 21 Savage']}"
Drake,Lil Durk,{'Drake': ['Lil Durk']}
Drake,Rick Ross,{'Drake': ['Rick Ross']}
Drake,JAY-Z,"{'Drake': ['Z', 'JAY']}"
Drake,PARTYNEXTDOOR,{'Drake': ['PARTYNEXTDOOR']}
Drake,Chris Brown,{'Drake': ['Chris Brown']}
Drake,Central Cee,{'Drake': ['Central Cee']}
Drake,Kyla - Wizkid,"{'Drake': [' Wizkid', 'Kyla ']}"
Drake,Playboi Carti,{'Drake': ['Playboi Carti']}
Drake,Quavo - Travis Scott,"{'Drake': ['Quavo ', ' Travis Scott']}"
Drake,Travis Scott - 21 Savage,"{'Drake': ['Travis Scott ', ' 21 Savage']}"
Drake,Sexyy Red - SZA,"{'Drake': ['Sexyy Red ', ' SZA']}"
Drake,2 Chainz - Young Thug,"{'Drake': ['2 Chainz ', ' Young Thug']}"
Drake,SZA,{'Drake': ['SZA']}
Drake,Rihanna,{'Drake': ['Rihanna']}
Drake,Future - Young Thug,"{'Drake': ['Future ', ' Young Thug']}"
Drake,Yebba,{'Drake': ['Yebba']}
Drake,Rick Ross - Lil Wayne,"{'Drake': [' Lil Wayne', 'Rick Ross ']}"
Dream,,{'Dream': ['']}
Dreamville,Guapdad 4000 - Reese LAFLARE - Jace - Smokepurpp - JID - Mez - Buddy - Bas - Ski Mask The Slump God,"{'Dreamville': [' JID ', ' Jace ', ' Ski Mask The Slump God', ' Smokepurpp ', ' Buddy ', 'Guapdad 4000 ', ' Reese LAFLARE ', ' Mez ', ' Bas ']}"
Dreamville,EARTHGANG - J. Cole - JID - Young Nudy - Bas,"{'Dreamville': [' JID ', 'EARTHGANG ', ' J. Cole ', ' Young Nudy ', ' Bas']}"
Dreamville,Young Nudy - J. Cole,"{'Dreamville': [' J. Cole', 'Young Nudy ']}"
Dreamville,Lute - J. Cole - DaBaby,"{'Dreamville': [' DaBaby', ' J. Cole ', 'Lute ']}"
DripReport,,{'DripReport': ['']}
Dua Lipa,,{'Dua Lipa': ['']}
Dua Lipa,Angle,{'Dua Lipa': ['Angle']}
Dua Lipa,BLACKPINK,{'Dua Lipa': ['BLACKPINK']}
Dua Lipa,DaBaby,{'Dua Lipa': ['DaBaby']}
Dua Lipa,Madonna - The Blessed Madonna - Missy Elliott,"{'Dua Lipa': [' The Blessed Madonna ', ' Missy Elliott', 'Madonna ']}"
Duki,,{'Duki': ['']}
Duki,Myke Towers,{'Duki': ['Myke Towers']}
Duki,Jhayco,{'Duki': ['Jhayco']}
Duki,Quevedo - De La Ghetto,"{'Duki': ['Quevedo ', ' De La Ghetto']}"
Duki,Bizarrap - Justin Quiles,"{'Duki': [' Justin Quiles', 'Bizarrap ']}"
Duncan Laurence,,{'Duncan Laurence': ['']}
Dynoro,Gigi D'Agostino,"{'Dynoro': [""Gigi D'Agostino""]}"
ENHYPEN,,{'ENHYPEN': ['']}
EXO,,{'EXO': ['']}
Eagles,,{'Eagles': ['']}
Earl Agustin,,{'Earl Agustin': ['']}
Earth,Wind & Fire,{'Earth': ['Wind & Fire']}
Eartha Kitt,Henri Ren and His Orchestra,{'Eartha Kitt': ['Henri Ren and His Orchestra']}
Ed Sheeran,A Boogie Wit da Hoodie - Meek Mill,"{'Ed Sheeran': ['A Boogie Wit da Hoodie ', ' Meek Mill']}"
Ed Sheeran,,{'Ed Sheeran': ['']}
Ed Sheeran,Lil Baby,{'Ed Sheeran': ['Lil Baby']}
Ed Sheeran,Travis Scott,{'Ed Sheeran': ['Travis Scott']}
Ed Sheeran,Chris Stapleton - Bruno Mars,"{'Ed Sheeran': [' Bruno Mars', 'Chris Stapleton ']}"
Ed Sheeran,Khalid,{'Ed Sheeran': ['Khalid']}
Ed Sheeran,Yebba,{'Ed Sheeran': ['Yebba']}
Ed Sheeran,PnB Rock - Chance the Rapper,"{'Ed Sheeran': ['PnB Rock ', ' Chance the Rapper']}"
Ed Sheeran,J Hus - Young Thug,"{'Ed Sheeran': ['J Hus ', ' Young Thug']}"
Ed Sheeran,Justin Bieber,{'Ed Sheeran': ['Justin Bieber']}
Ed Sheeran,H.E.R.,{'Ed Sheeran': ['H.E.R.']}
Ed Sheeran,Elton John,{'Ed Sheeran': ['Elton John']}
Ed Sheeran,Paulo Londra - Dave,"{'Ed Sheeran': ['Paulo Londra ', ' Dave']}"
Ed Sheeran,Beyonc,{'Ed Sheeran': ['Beyonc']}
Ed Sheeran,Andrea Bocelli,{'Ed Sheeran': ['Andrea Bocelli']}
Ed Sheeran,Ella Mai,{'Ed Sheeran': ['Ella Mai']}
Ed Sheeran,Eminem - 50 Cent,"{'Ed Sheeran': ['Eminem ', ' 50 Cent']}"
Ed Sheeran,Kranium - Nyla - Major Lazer,"{'Ed Sheeran': [' Nyla ', 'Kranium ', ' Major Lazer']}"
Ed Sheeran,Stormzy,{'Ed Sheeran': ['Stormzy']}
Ed Sheeran,Camila Cabello - Cardi B,"{'Ed Sheeran': [' Cardi B', 'Camila Cabello ']}"
Ed Sheeran,Taylor Swift,{'Ed Sheeran': ['Taylor Swift']}
Ed Sheeran,Skrillex,{'Ed Sheeran': ['Skrillex']}
Ed Sheeran & Justin Bieber,Justin Bieber,{'Ed Sheeran & Justin Bieber': ['Justin Bieber']}
Eden Muoz,Junior H,{'Eden Muoz': ['Junior H']}
Eden Muoz,,{'Eden Muoz': ['']}
Edison Lighthouse,,{'Edison Lighthouse': ['']}
El Alfa,Peso Pluma,{'El Alfa': ['Peso Pluma']}
El Alfa,Chael Produciendo,{'El Alfa': ['Chael Produciendo']}
El Chachito,Junior H,{'El Chachito': ['Junior H']}
El Padrinito Toys,,{'El Padrinito Toys': ['']}
Eladio Carrion,Bad Bunny,{'Eladio Carrion': ['Bad Bunny']}
Eladio Carrion,,{'Eladio Carrion': ['']}
Eladio Carrion,Myke Towers,{'Eladio Carrion': ['Myke Towers']}
Eleni Foureira,,{'Eleni Foureira': ['']}
Eliza Rose,Interplanetary Criminal,{'Eliza Rose': ['Interplanetary Criminal']}
Ella Fitzgerald,,{'Ella Fitzgerald': ['']}
Ella Mai,,{'Ella Mai': ['']}
Elley Duh,,{'Elley Duh': ['']}
Ellie Goulding,Swae Lee - Diplo,"{'Ellie Goulding': ['Swae Lee ', ' Diplo']}"
Ellie Goulding,Juice WRLD,{'Ellie Goulding': ['Juice WRLD']}
Ellie Goulding,,{'Ellie Goulding': ['']}
Elton John,Dua Lipa - PNAU,"{'Elton John': [' PNAU', 'Dua Lipa ']}"
Elton John,Britney Spears,{'Elton John': ['Britney Spears']}
Elton John,,{'Elton John': ['']}
Elvis Presley,,{'Elvis Presley': ['']}
ElyOtto,,{'ElyOtto': ['']}
Em Beihold,,{'Em Beihold': ['']}
Emilia,TINI,{'Emilia': ['TINI']}
Emilia,TINI - Nicki Nicole,"{'Emilia': ['TINI ', ' Nicki Nicole']}"
Emilia,Duki,{'Emilia': ['Duki']}
Eminem,,{'Eminem': ['']}
Eminem,X Ambassadors,{'Eminem': ['X Ambassadors']}
Eminem,White Gold,{'Eminem': ['White Gold']}
Eminem,PHresher,{'Eminem': ['PHresher']}
Eminem,Snoop Dogg,{'Eminem': ['Snoop Dogg']}
Eminem,JID,{'Eminem': ['JID']}
Eminem,Juice WRLD,{'Eminem': ['Juice WRLD']}
Eminem,Jessie Reyez,{'Eminem': ['Jessie Reyez']}
Eminem,Ez Mil,{'Eminem': ['Ez Mil']}
Eminem,"Joell Ortiz - Royce Da 5'9"" - KXNG Crooked","{'Eminem': [' Royce Da 5\'9"" ', 'Joell Ortiz ', ' KXNG Crooked']}"
Eminem,Cordae - Jack Harlow,"{'Eminem': ['Cordae ', ' Jack Harlow']}"
Eminem,Skylar Grey,{'Eminem': ['Skylar Grey']}
Eminem,Alicia Keys,{'Eminem': ['Alicia Keys']}
Eminem,Anderson .Paak,{'Eminem': ['Anderson .Paak']}
Eminem,Rihanna,{'Eminem': ['Rihanna']}
Eminem,Sly Pyper,{'Eminem': ['Sly Pyper']}
Eminem,Joyner Lucas,{'Eminem': ['Joyner Lucas']}
Eminem,P!nk,{'Eminem': ['P!nk']}
Eminem,Don Toliver,{'Eminem': ['Don Toliver']}
Eminem,"Royce Da 5'9""","{'Eminem': ['Royce Da 5\'9""']}"
Eminem,Kehlani,{'Eminem': ['Kehlani']}
Eminem,Ed Sheeran,{'Eminem': ['Ed Sheeran']}
Eminem,Dem Jointz - Sly Pyper,"{'Eminem': [' Sly Pyper', 'Dem Jointz ']}"
Eminem,Jelly Roll,{'Eminem': ['Jelly Roll']}
Eminem,Dido,{'Eminem': ['Dido']}
Eminem,Dina Rae,{'Eminem': ['Dina Rae']}
Eminem,Nate Dogg,{'Eminem': ['Nate Dogg']}
Eminem,BabyTron - Big Sean,"{'Eminem': [' Big Sean', 'BabyTron ']}"
Eminem,Young M.A,{'Eminem': ['Young M.A']}
Eminem,Beyonc,{'Eminem': ['Beyonc']}
Eminem,"Denaun - Q-Tip - Royce Da 5'9"" - Black Thought","{'Eminem': [' Black Thought', 'Tip ', ' Royce Da 5\'9"" ', ' Q', 'Denaun ']}"
Eminem,"White Gold - Royce Da 5'9""","{'Eminem': ['White Gold ', ' Royce Da 5\'9""']}"
Emir Can rek,,{'Emir Can rek': ['']}
Emmy Meli,,{'Emmy Meli': ['']}
Empire Of The Sun,,{'Empire Of The Sun': ['']}
Eno,,{'Eno': ['']}
Eno,MERO,{'Eno': ['MERO']}
Enrique Iglesias,Wisin,{'Enrique Iglesias': ['Wisin']}
Enrique Iglesias,Bad Bunny,{'Enrique Iglesias': ['Bad Bunny']}
Enrique Iglesias,Descemer Bueno - Zion & Lennox,"{'Enrique Iglesias': ['Descemer Bueno ', ' Zion & Lennox']}"
Eric Land,Natanzinho Lima,{'Eric Land': ['Natanzinho Lima']}
Erica Banks,,{'Erica Banks': ['']}
Esau Ortiz,,{'Esau Ortiz': ['']}
Eslabon Armado,Peso Pluma,{'Eslabon Armado': ['Peso Pluma']}
Eslabon Armado,DannyLux,{'Eslabon Armado': ['DannyLux']}
Eugenio Esquivel,Grupo Marca Registrada - Sebastian Esquivel,"{'Eugenio Esquivel': ['Grupo Marca Registrada ', ' Sebastian Esquivel']}"
Eurythmics,Annie Lennox - Dave Stewart,"{'Eurythmics': [' Dave Stewart', 'Annie Lennox ']}"
Evanescence,,{'Evanescence': ['']}
Ezhel,,{'Ezhel': ['']}
FIFTY FIFTY,,{'FIFTY FIFTY': ['']}
FLETCHER,,{'FLETCHER': ['']}
FRENSHIP,Emily Warren,{'FRENSHIP': ['Emily Warren']}
Fall Out Boy,,{'Fall Out Boy': ['']}
Famous Dex,,{'Famous Dex': ['']}
Famous Dex,A$AP Rocky,{'Famous Dex': ['A$AP Rocky']}
Farid Bang,Capo - 6ix9ine - SCH,"{'Farid Bang': [' 6ix9ine ', ' SCH', 'Capo ']}"
Farid Bang,French Montana - Khaled,"{'Farid Bang': ['French Montana ', ' Khaled']}"
Faris Adam,,{'Faris Adam': ['']}
Farruko,Ky-Mani Marley,"{'Farruko': ['Ky', 'Mani Marley']}"
Farruko,Victor Cardenas - Dj Adoni,"{'Farruko': ['Victor Cardenas ', ' Dj Adoni']}"
Farruko,Rvssian - Bad Bunny,"{'Farruko': ['Rvssian ', ' Bad Bunny']}"
Farruko,,{'Farruko': ['']}
Fedez,,{'Fedez': ['']}
Fedez,Orietta Berti - Achille Lauro,"{'Fedez': [' Achille Lauro', 'Orietta Berti ']}"
Feid,,{'Feid': ['']}
Feid,Young Miko,{'Feid': ['Young Miko']}
Feid,ATL Jacob,{'Feid': ['ATL Jacob']}
Feid,Sean Paul,{'Feid': ['Sean Paul']}
Feid,Justin Quiles,{'Feid': ['Justin Quiles']}
Feid,Nicky Jam - Justin Quiles - Maluma - J Balvin - Sech,"{'Feid': [' Justin Quiles ', ' Sech', ' Maluma ', ' J Balvin ', 'Nicky Jam ']}"
Felipe Amorim,,{'Felipe Amorim': ['']}
Felipe Arajo,Ferrugem,{'Felipe Arajo': ['Ferrugem']}
Felipe e Rodrigo,,{'Felipe e Rodrigo': ['']}
Felix Jaehn,Alex Aiono - Hight,"{'Felix Jaehn': [' Hight', 'Alex Aiono ']}"
Fero47,,{'Fero47': ['']}
Fetty Wap,,{'Fetty Wap': ['']}
Fifth Harmony,,{'Fifth Harmony': ['']}
Fifth Harmony,Gucci Mane,{'Fifth Harmony': ['Gucci Mane']}
Fifth Harmony,Ty Dolla $ign,{'Fifth Harmony': ['Ty Dolla $ign']}
Fireboy DML,Ed Sheeran,{'Fireboy DML': ['Ed Sheeran']}
Fivio Foreign,Alicia Keys - Kanye West,"{'Fivio Foreign': ['Alicia Keys ', ' Kanye West']}"
Fivio Foreign,The Kid LAROI,{'Fivio Foreign': ['The Kid LAROI']}
Fleetwood Mac,,{'Fleetwood Mac': ['']}
Flipp Dinero,,{'Flipp Dinero': ['']}
Flo Milli,,{'Flo Milli': ['']}
Flo Rida,99 Percent,{'Flo Rida': ['99 Percent']}
Flo Rida,,{'Flo Rida': ['']}
Florence + The Machine,,{'Florence + The Machine': ['']}
Florida Georgia Line,,{'Florida Georgia Line': ['']}
FloyyMenor,Lewis Somes,{'FloyyMenor': ['Lewis Somes']}
FloyyMenor,Cris Mj,{'FloyyMenor': ['Cris Mj']}
FloyyMenor,,{'FloyyMenor': ['']}
Flume,kai,{'Flume': ['kai']}
Flume,Tove Lo,{'Flume': ['Tove Lo']}
Foo Fighters,,{'Foo Fighters': ['']}
Foster The People,,{'Foster The People': ['']}
Foudeqush,Ludwig Goransson,{'Foudeqush': ['Ludwig Goransson']}
Foushe,,{'Foushe': ['']}
Francesca Michielin,Fedez,{'Francesca Michielin': ['Fedez']}
Frank Ocean,,{'Frank Ocean': ['']}
Frank Sinatra,,{'Frank Sinatra': ['']}
Frank Sinatra,B. Swanson Quartet,{'Frank Sinatra': ['B. Swanson Quartet']}
Freddie Dredd,,{'Freddie Dredd': ['']}
French Montana,The Weeknd - Max B,"{'French Montana': ['The Weeknd ', ' Max B']}"
French Montana,Drake,{'French Montana': ['Drake']}
French Montana,Swae Lee,{'French Montana': ['Swae Lee']}
French Montana,Post Malone - Cardi B - Rvssian,"{'French Montana': ['Post Malone ', ' Cardi B ', ' Rvssian']}"
French Montana,Post Malone - Cardi B - Rvssian,"{'French Montana': ['Post Malone ', ' Cardi B ', ' Rvssian']}"
Frenna,Lil Kleine,{'Frenna': ['Lil Kleine']}
Fuego,Duki - Manuel Turizo,"{'Fuego': ['Duki ', ' Manuel Turizo']}"
Fuerza Regida,Grupo Frontera,{'Fuerza Regida': ['Grupo Frontera']}
Fuerza Regida,Edgardo Nuez,{'Fuerza Regida': ['Edgardo Nuez']}
Fuerza Regida,,{'Fuerza Regida': ['']}
Fuerza Regida,Natanael Cano,{'Fuerza Regida': ['Natanael Cano']}
Fuerza Regida,Marshmello,{'Fuerza Regida': ['Marshmello']}
Fuerza Regida,Peso Pluma,{'Fuerza Regida': ['Peso Pluma']}
Fujii Kaze,,{'Fujii Kaze': ['']}
Future,,{'Future': ['']}
Future,Lil Uzi Vert,{'Future': ['Lil Uzi Vert']}
Future,Juice WRLD,{'Future': ['Juice WRLD']}
Future,Travis Scott - Metro Boomin,"{'Future': ['Travis Scott ', ' Metro Boomin']}"
Future,Metro Boomin,{'Future': ['Metro Boomin']}
Future,The Weeknd,{'Future': ['The Weeknd']}
Future,Young Thug - Drake,"{'Future': ['Young Thug ', ' Drake']}"
Future,Rick Ross - Metro Boomin,"{'Future': ['Rick Ross ', ' Metro Boomin']}"
Future,Gunna - Young Thug,"{'Future': ['Gunna ', ' Young Thug']}"
Future,Travis Scott,{'Future': ['Travis Scott']}
Future,Drake,{'Future': ['Drake']}
Future,Juice WRLD - Young Scooter,"{'Future': ['Juice WRLD ', ' Young Scooter']}"
Future,Kanye West,{'Future': ['Kanye West']}
Future,Lil Baby - DaBaby - Drake,"{'Future': [' Drake', 'Lil Baby ', ' DaBaby ']}"
Future,Metro Boomin - Kendrick Lamar,"{'Future': [' Kendrick Lamar', 'Metro Boomin ']}"
Future,Kendrick Lamar,{'Future': ['Kendrick Lamar']}
Future,Young Thug,{'Future': ['Young Thug']}
Future,Offset - Young Thug,"{'Future': ['Offset ', ' Young Thug']}"
Future,Rihanna,{'Future': ['Rihanna']}
Future,YoungBoy Never Broke Again,{'Future': ['YoungBoy Never Broke Again']}
Future,Playboi Carti - Travis Scott - Metro Boomin,"{'Future': [' Metro Boomin', ' Travis Scott ', 'Playboi Carti ']}"
Future,Tems - Drake,"{'Future': ['Tems ', ' Drake']}"
Future,The Weeknd - Metro Boomin,"{'Future': ['The Weeknd ', ' Metro Boomin']}"
G Herbo,Chance the Rapper - Lil Uzi Vert - Juice WRLD,"{'G Herbo': ['Chance the Rapper ', ' Juice WRLD', ' Lil Uzi Vert ']}"
G-Eazy,Yo Gotti - YBN Nahmir,"{'G-Eazy': [' YBN Nahmir', 'Yo Gotti ']}"
G-Eazy,Kehlani,{'G-Eazy': ['Kehlani']}
G-Eazy,blackbear,{'G-Eazy': ['blackbear']}
G-Eazy,Halsey,{'G-Eazy': ['Halsey']}
G-Eazy,Gunna,{'G-Eazy': ['Gunna']}
G-Eazy,,{'G-Eazy': ['']}
G-Eazy,Bebe Rexha,{'G-Eazy': ['Bebe Rexha']}
G-Eazy,Cardi B - A$AP Rocky,"{'G-Eazy': ['Cardi B ', ' A$AP Rocky']}"
G-Eazy,Charlie Puth,{'G-Eazy': ['Charlie Puth']}
G-Eazy,Marc E. Bassy,{'G-Eazy': ['Marc E. Bassy']}
G-Eazy,Tory Lanez - Tyga,"{'G-Eazy': ['Tory Lanez ', ' Tyga']}"
G3 GELO,,{'G3 GELO': ['']}
GASHI,French Montana - DJ Snake,"{'GASHI': ['French Montana ', ' DJ Snake']}"
GAYLE,,{'GAYLE': ['']}
GELO,,{'GELO': ['']}
GIVON,,{'GIVON': ['']}
Gabito Ballesteros,Tito Double P,{'Gabito Ballesteros': ['Tito Double P']}
Gabito Ballesteros,Natanael Cano,{'Gabito Ballesteros': ['Natanael Cano']}
Gabito Ballesteros,Luis R Conriquez - Neton Vega - Natanael Cano,"{'Gabito Ballesteros': [' Neton Vega ', ' Natanael Cano', 'Luis R Conriquez ']}"
Gabriel Diniz,,{'Gabriel Diniz': ['']}
Gabry Ponte,Prezioso - LUM!X,"{'Gabry Ponte': ['Prezioso ', ' LUM!X']}"
Gaby Music,Luar La L - Lunay,"{'Gaby Music': ['Luar La L ', ' Lunay']}"
Galantis,OneRepublic,{'Galantis': ['OneRepublic']}
Galantis,Little Mix - David Guetta,"{'Galantis': ['Little Mix ', ' David Guetta']}"
Galantis,,{'Galantis': ['']}
Galantis,Hook N Sling,{'Galantis': ['Hook N Sling']}
Gambi,Heuss L'enfoir,"{'Gambi': [""Heuss L'enfoir""]}"
Gambi,,{'Gambi': ['']}
Gaullin,,{'Gaullin': ['']}
Gemitaiz,MadMan,{'Gemitaiz': ['MadMan']}
Gene Autry,,{'Gene Autry': ['']}
Geolier,,{'Geolier': ['']}
George Ezra,,{'George Ezra': ['']}
George Henrique & Rodrigo,Marlia Mendona,{'George Henrique & Rodrigo': ['Marlia Mendona']}
George Michael,,{'George Michael': ['']}
Gera MX,Christian Nodal,{'Gera MX': ['Christian Nodal']}
Gera MX,Rels B,{'Gera MX': ['Rels B']}
Gesaffelstein,The Weeknd,{'Gesaffelstein': ['The Weeknd']}
Ghali,,{'Ghali': ['']}
Ghea Indrawari,,{'Ghea Indrawari': ['']}
Ghost,,{'Ghost': ['']}
Gigi Perez,,{'Gigi Perez': ['']}
Giorgia,,{'Giorgia': ['']}
Giveon,,{'Giveon': ['']}
Gjon's Tears,,"{""Gjon's Tears"": ['']}"
Glass Animals,,{'Glass Animals': ['']}
GloRilla,Sexyy Red,{'GloRilla': ['Sexyy Red']}
Go_A,,{'Go_A': ['']}
Good Neighbours,,{'Good Neighbours': ['']}
Gordo,Drake,{'Gordo': ['Drake']}
Gorillaz,DRAM,{'Gorillaz': ['DRAM']}
Gorillaz,Vince Staples,{'Gorillaz': ['Vince Staples']}
Gorillaz,,{'Gorillaz': ['']}
Gorillaz,De La Soul,{'Gorillaz': ['De La Soul']}
Gorillaz,George Benson,{'Gorillaz': ['George Benson']}
Gorillaz,Bootie Brown - Tame Impala,"{'Gorillaz': ['Bootie Brown ', ' Tame Impala']}"
Gorillaz,Popcaan,{'Gorillaz': ['Popcaan']}
Gorillaz,Bad Bunny,{'Gorillaz': ['Bad Bunny']}
Gotye,Kimbra,{'Gotye': ['Kimbra']}
Gracie Abrams,,{'Gracie Abrams': ['']}
Gracie Abrams,Taylor Swift,{'Gracie Abrams': ['Taylor Swift']}
Gradur,Heuss L'enfoir,"{'Gradur': [""Heuss L'enfoir""]}"
Grelo,,{'Grelo': ['']}
Grey,Bahari,{'Grey': ['Bahari']}
Grupo Firme,,{'Grupo Firme': ['']}
Grupo Frontera,Grupo Firme,{'Grupo Frontera': ['Grupo Firme']}
Grupo Frontera,,{'Grupo Frontera': ['']}
Grupo Frontera,Carin Leon,{'Grupo Frontera': ['Carin Leon']}
Grupo Frontera,Bad Bunny,{'Grupo Frontera': ['Bad Bunny']}
Grupo Marca Registrada,Grupo Frontera,{'Grupo Marca Registrada': ['Grupo Frontera']}
Grupo Marca Registrada,Junior H,{'Grupo Marca Registrada': ['Junior H']}
Grupo Menos  Mais,,{'Grupo Menos  Mais': ['']}
Grupo Menos  Mais,Matheus Fernandes,{'Grupo Menos  Mais': ['Matheus Fernandes']}
Gryffin,Elley Duh,{'Gryffin': ['Elley Duh']}
Guaynaa,,{'Guaynaa': ['']}
Guaynaa,Nicky Jam - Sech - Farruko - Becky G,"{'Guaynaa': [' Sech ', 'Nicky Jam ', ' Farruko ', ' Becky G']}"
Gucci Mane,Drake,{'Gucci Mane': ['Drake']}
Gucci Mane,The Weeknd,{'Gucci Mane': ['The Weeknd']}
Gucci Mane,Migos,{'Gucci Mane': ['Migos']}
Gucci Mane,Justin Bieber,{'Gucci Mane': ['Justin Bieber']}
Gucci Mane,Offset,{'Gucci Mane': ['Offset']}
Gucci Mane,Kodak Black - Bruno Mars,"{'Gucci Mane': ['Kodak Black ', ' Bruno Mars']}"
Guilherme & Benuto,Hugo & Guilherme,{'Guilherme & Benuto': ['Hugo & Guilherme']}
Gunna,Lil Baby,{'Gunna': ['Lil Baby']}
Gunna,Roddy Ricch,{'Gunna': ['Roddy Ricch']}
Gunna,Young Thug,{'Gunna': ['Young Thug']}
Gunna,,{'Gunna': ['']}
Gunna,Drake,{'Gunna': ['Drake']}
Gunna,Travis Scott,{'Gunna': ['Travis Scott']}
Gunna,Future - Young Thug,"{'Gunna': ['Future ', ' Young Thug']}"
Gunna,21 Savage,{'Gunna': ['21 Savage']}
Gunna,Future,{'Gunna': ['Future']}
Guns N' Roses,,"{""Guns N' Roses"": ['']}"
Gustavo Mioto,Mari Fernandez,{'Gustavo Mioto': ['Mari Fernandez']}
Gustavo Moura & Rafael,,{'Gustavo Moura & Rafael': ['']}
Gusttavo Lima,,{'Gusttavo Lima': ['']}
Gusttavo Lima,Ana Castela,{'Gusttavo Lima': ['Ana Castela']}
Gwen Stefani,Blake Shelton,{'Gwen Stefani': ['Blake Shelton']}
Gym Class Heroes,,{'Gym Class Heroes': ['']}
Gym Class Heroes,Adam Levine,{'Gym Class Heroes': ['Adam Levine']}
Gzuz,,{'Gzuz': ['']}
H.E.R.,Chris Brown,{'H.E.R.': ['Chris Brown']}
HUMBE,,{'HUMBE': ['']}
HVME,,{'HVME': ['']}
Hailee Steinfeld,BloodPop,{'Hailee Steinfeld': ['BloodPop']}
Hailee Steinfeld,Alesso - Florida Georgia Line - WATT,"{'Hailee Steinfeld': [' WATT', 'Alesso ', ' Florida Georgia Line ']}"
Hailee Steinfeld,,{'Hailee Steinfeld': ['']}
Hailee Steinfeld,Grey - Zedd,"{'Hailee Steinfeld': ['Grey ', ' Zedd']}"
Halsey,,{'Halsey': ['']}
Halsey,SUGA,{'Halsey': ['SUGA']}
Halsey,SUGA - BTS,"{'Halsey': [' BTS', 'SUGA ']}"
Halsey,Lauren Jauregui,{'Halsey': ['Lauren Jauregui']}
Hanumankind,Kalmi,{'Hanumankind': ['Kalmi']}
Harry Nach,,{'Harry Nach': ['']}
Harry Styles,,{'Harry Styles': ['']}
Headie One,Stormzy - AJ Tracey,"{'Headie One': [' AJ Tracey', 'Stormzy ']}"
