rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,End Date
1,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,1,6,45887403,2017-10-26
2,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,"Camila Cabello, Young Thug",Havana (feat. Young Thug),Syco Music/Epic,2,3,12,27090154,2017-10-26
3,spotify:track:2ekn2ttSfGqwhhate0LSR0,Dua Lipa,New Rules,Warner Records,2,2,16,25584637,2017-10-26
4,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,"ZAYN, Sia",Dusk Till Dawn (feat. Sia) - Radio Edit,RCA Records Label,4,4,7,22579858,2017-10-26
5,spotify:track:0mel2N9Ws9r4yLQn5QE21Y,Sam Smith,Too Good At Goodbyes,Capitol,1,5,7,21574159,2017-10-26
6,spotify:track:4mxWSdf71VFO52qFeY0fZt,"Maroon 5, SZA",What Lovers Do (feat. SZA),Interscope Records*,6,7,8,21034068,2017-10-26
7,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,Atlantic Records UK,7,8,34,20481784,2017-10-26
8,spotify:track:5tz69p7tJuGPeMGwNTxYuV,"Logic, Alessia Cara, Khalid",1-800-273-8255,Def Jam Recordings,5,6,26,20032572,2017-10-26
9,spotify:track:7vGuf3Y35N4wmASOKLUVVU,"Marshmello, Khalid",Silence,Joytime Collective/RCA Records,8,9,11,19438793,2017-10-26
10,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,Universal Records,10,11,5,17129238,2017-10-26
11,spotify:track:5Gd19NupVe5X8bAqxf9Iaz,Taylor Swift,Gorgeous,"Big Machine Records, LLC",11,-1,1,16903463,2017-10-26
12,spotify:track:6mrKP2jyIQmM0rw6fQryjr,NF,Let You Down,NF Real Music,12,26,3,16074438,2017-10-26
13,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,"Right Hand Music Group, LLC/RCA Records",12,12,18,15871063,2017-10-26
14,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,"J Balvin, Willy William",Mi Gente,UMLE - Latino,1,10,17,15728640,2017-10-26
15,spotify:track:3m660poUr1chesgkkjQM7P,Demi Lovato,Sorry Not Sorry,Island Records,7,13,16,15144140,2017-10-26
16,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,3,15,29,14626339,2017-10-26
17,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,19,42,14450730,2017-10-26
18,spotify:track:0CokSRCu5hZgPxcZBaEzVE,"Macklemore, Skylar Grey",Glorious (feat. Skylar Grey),Bendo LLC,14,17,16,14313112,2017-10-26
19,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Feel It Still,Atlantic Records,19,22,15,14096574,2017-10-26
20,spotify:track:6uFsE1JgZ20EXyU0JQZbUR,Taylor Swift,Look What You Made Me Do,"Big Machine Records, LLC",1,14,9,13778440,2017-10-26
21,spotify:track:43ZyHQITOjhciSUUNPVRHc,Lil Pump,Gucci Gang,Warner Records,21,30,7,13706044,2017-10-26
22,spotify:track:0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,Thunder,Kid Ina Korner / Interscope,8,16,26,13560890,2017-10-26
23,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,"Slaughter Gang, LLC/Epic Records",22,25,16,13451155,2017-10-26
24,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,Generation Now/Atlantic,10,21,31,13359852,2017-10-26
25,spotify:track:7nZmah2llfvLDiUjm0kiyz,"Justin Bieber, BloodPop®",Friends (with BloodPop®),BloodPop/DJ/RMBG/Republic,2,20,10,13045745,2017-10-26
26,spotify:track:0Zbbxnx4SGGHoIow4PpISP,"Kygo, Justin Jesso",Stargazing,Kygo,26,27,5,12820351,2017-10-26
27,spotify:track:0Qh38w01QRXK6KHIv0e3hb,P!nk,What About Us,RCA Records Label,18,18,11,12534229,2017-10-26
28,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Universal Records,20,28,40,12408720,2017-10-26
29,spotify:track:7fwXWKdDNI5IutOMc5OKYw,"J Balvin, Willy William, Beyoncé",Mi Gente (feat. Beyoncé),Mi Gente Remix,15,23,4,12048793,2017-10-26
30,spotify:track:2771LMNxwf62FTAdpJMQfM,Cardi B,Bodak Yellow,KSR/Atlantic,21,29,13,11821228,2017-10-26
31,spotify:track:2OALaHcDdKkjYEpAr0Qzab,"Avicii, Rita Ora",Lonely Together (feat. Rita Ora),Universal Music AB,29,32,11,11820018,2017-10-26
32,spotify:track:4iLqG9SeJSnt0cSPICSjxv,Charlie Puth,Attention,Artist Partner,5,31,27,11695165,2017-10-26
33,spotify:track:32DGGj6KlNuBr6WaqRxpxi,Charlie Puth,How Long,Artist Partner,33,35,3,11679888,2017-10-26
34,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,Bad Vibes Forever / EMPIRE,15,24,9,11431806,2017-10-26
35,spotify:track:6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,Atlantic Records,20,33,36,11195134,2017-10-26
36,spotify:track:5AEtlRudpgdT5FtNiuly6Y,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","Let Me Go (with Alesso, Florida Georgia Line & watt)",Universal Records,36,47,7,11126369,2017-10-26
37,spotify:track:4v094LQ9eF10k2O2Te2ngK,Niall Horan,Too Much To Ask,Capitol Records (US1A),37,60,6,11073444,2017-10-26
38,spotify:track:1m69ELEgE6k5ZWsap40ozt,Ozuna,Se Preparó,VP Records Corp/Dimelo Vi,36,36,9,10940373,2017-10-26
39,spotify:track:2SmgFAhQkQCQPyBiBxR6Te,"Natti Natasha, Ozuna",Criminal,Pina Records,39,46,6,10613784,2017-10-26
40,spotify:track:3PEgB3fkiojxms35ntsTgs,Axwell /\ Ingrosso,More Than You Know,EMI,15,37,22,10433589,2017-10-26
41,spotify:track:5bcTCxgc7xVfSaMV3RuVke,"Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Columbia,5,34,19,10343723,2017-10-26
42,spotify:track:7JNh1cfm0eXjqFVOzKLyau,"Becky G, Bad Bunny",Mayores,Kemosabe Records/RCA Records/Sony Music Latin,42,42,13,10218003,2017-10-26
43,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,38,30,10071494,2017-10-26
44,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,Lauv,I Like Me Better,Lauv,29,43,21,9912806,2017-10-26
45,spotify:track:6WbADFqMvR8N5u0BvtsWQE,"Avicii, Sandro Cavazza",Without You (feat. Sandro Cavazza),Universal Music AB,21,39,11,9834543,2017-10-26
46,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito - Remix,UMLE - Latino,1,41,28,9395835,2017-10-26
47,spotify:track:79cuOz3SPQTuFrp8WgftAu,Shawn Mendes,There's Nothing Holdin' Me Back,Island Records,5,49,27,9189706,2017-10-26
48,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,"Gucci Mane, Migos",I Get the Bag (feat. Migos),Guwop Enterprises/Atlantic,45,45,10,9085201,2017-10-26
